Order ID,Item ID,Quantity,Workcenter ID,Setup Time (min),Run Time (min),Total Time (min),Delivery Date
SO-0254,INV-PLTE-FG-0225,1,WC-015,26.0,185.0,211.0,2025-06-27
SO-0254,INV-PLTE-FG-0225,1,WC-002,23.0,200.0,223.0,2025-06-27
SO-0254,INV-PLTE-FG-0225,1,WC-018,30.0,211.0,241.0,2025-06-27
SO-0254,INV-PLTE-FG-0225,1,WC-026,0.0,25.0,25.0,2025-06-27
SO-0255,INV-MODL-FG-0267,2,WC-015,30.0,294.0,324.0,2025-06-05
SO-0255,INV-MODL-FG-0267,2,WC-002,12.0,446.0,458.0,2025-06-05
SO-0255,INV-MODL-FG-0267,2,WC-015,24.0,306.0,330.0,2025-06-05
SO-0255,INV-MODL-FG-0267,2,WC-004,21.0,466.0,487.0,2025-06-05
SO-0255,INV-MODL-FG-0267,2,WC-019,17.0,112.0,129.0,2025-06-05
SO-0255,INV-MODL-FG-0267,2,WC-021,0.0,80.0,80.0,2025-06-05
SO-0256,INV-STRC-FG-0052,1,WC-014,14.0,181.0,195.0,2025-08-20
SO-0256,INV-STRC-FG-0052,1,WC-004,12.0,338.0,350.0,2025-08-20
SO-0256,INV-STRC-FG-0052,1,WC-013,26.0,240.0,266.0,2025-08-20
SO-0256,INV-STRC-FG-0052,1,WC-002,25.0,205.0,230.0,2025-08-20
SO-0256,INV-STRC-FG-0052,1,WC-008,73.0,210.0,283.0,2025-08-20
SO-0256,INV-STRC-FG-0052,1,WC-017,24.0,71.0,95.0,2025-08-20
SO-0256,INV-STRC-FG-0052,1,WC-020,0.0,30.0,30.0,2025-08-20
SO-0257,INV-BEAM-FG-0100,1,WC-015,26.0,272.0,298.0,2025-06-14
SO-0257,INV-BEAM-FG-0100,1,WC-005,10.0,137.0,147.0,2025-06-14
SO-0257,INV-BEAM-FG-0100,1,WC-015,20.0,221.0,241.0,2025-06-14
SO-0257,INV-BEAM-FG-0100,1,WC-003,30.0,264.0,294.0,2025-06-14
SO-0257,INV-BEAM-FG-0100,1,WC-015,29.0,332.0,361.0,2025-06-14
SO-0257,INV-BEAM-FG-0100,1,WC-004,16.0,276.0,292.0,2025-06-14
SO-0257,INV-BEAM-FG-0100,1,WC-015,14.0,179.0,193.0,2025-06-14
SO-0257,INV-BEAM-FG-0100,1,WC-006,24.0,259.0,283.0,2025-06-14
SO-0257,INV-BEAM-FG-0100,1,WC-019,24.0,179.0,203.0,2025-06-14
SO-0257,INV-BEAM-FG-0100,1,WC-029,0.0,20.0,20.0,2025-06-14
SO-0258,INV-STRC-FG-0035,2,WC-013,27.0,362.0,389.0,2025-11-25
SO-0258,INV-STRC-FG-0035,2,WC-001,22.0,266.0,288.0,2025-11-25
SO-0258,INV-STRC-FG-0035,2,WC-013,22.0,510.0,532.0,2025-11-25
SO-0258,INV-STRC-FG-0035,2,WC-003,19.0,522.0,541.0,2025-11-25
SO-0258,INV-STRC-FG-0035,2,WC-018,23.0,134.0,157.0,2025-11-25
SO-0258,INV-STRC-FG-0035,2,WC-024,0.0,60.0,60.0,2025-11-25
SO-0259,INV-BEAM-FG-0118,1,WC-015,24.0,270.0,294.0,2025-12-19
SO-0259,INV-BEAM-FG-0118,1,WC-002,24.0,182.0,206.0,2025-12-19
SO-0259,INV-BEAM-FG-0118,1,WC-013,24.0,231.0,255.0,2025-12-19
SO-0259,INV-BEAM-FG-0118,1,WC-002,11.0,340.0,351.0,2025-12-19
SO-0259,INV-BEAM-FG-0118,1,WC-013,15.0,183.0,198.0,2025-12-19
SO-0259,INV-BEAM-FG-0118,1,WC-004,26.0,206.0,232.0,2025-12-19
SO-0259,INV-BEAM-FG-0118,1,WC-013,20.0,240.0,260.0,2025-12-19
SO-0259,INV-BEAM-FG-0118,1,WC-002,23.0,293.0,316.0,2025-12-19
SO-0259,INV-BEAM-FG-0118,1,WC-010,68.0,157.0,225.0,2025-12-19
SO-0259,INV-BEAM-FG-0118,1,WC-019,30.0,178.0,208.0,2025-12-19
SO-0259,INV-BEAM-FG-0118,1,WC-021,0.0,20.0,20.0,2025-12-19
SO-0260,INV-STRC-FG-0023,2,WC-014,22.0,304.0,326.0,2025-12-25
SO-0260,INV-STRC-FG-0023,2,WC-001,10.0,376.0,386.0,2025-12-25
SO-0260,INV-STRC-FG-0023,2,WC-016,20.0,362.0,382.0,2025-12-25
SO-0260,INV-STRC-FG-0023,2,WC-005,14.0,298.0,312.0,2025-12-25
SO-0260,INV-STRC-FG-0023,2,WC-019,15.0,120.0,135.0,2025-12-25
SO-0260,INV-STRC-FG-0023,2,WC-030,0.0,60.0,60.0,2025-12-25
SO-0261,INV-BEAM-FG-0174,1,WC-016,24.0,169.0,193.0,2025-05-05
SO-0261,INV-BEAM-FG-0174,1,WC-006,10.0,176.0,186.0,2025-05-05
SO-0261,INV-BEAM-FG-0174,1,WC-013,14.0,360.0,374.0,2025-05-05
SO-0261,INV-BEAM-FG-0174,1,WC-001,16.0,256.0,272.0,2025-05-05
SO-0261,INV-BEAM-FG-0174,1,WC-017,16.0,83.0,99.0,2025-05-05
SO-0261,INV-BEAM-FG-0174,1,WC-029,0.0,20.0,20.0,2025-05-05
SO-0262,INV-MODL-FG-0270,2,WC-013,18.0,674.0,692.0,2025-11-03
SO-0262,INV-MODL-FG-0270,2,WC-002,20.0,352.0,372.0,2025-11-03
SO-0262,INV-MODL-FG-0270,2,WC-013,21.0,698.0,719.0,2025-11-03
SO-0262,INV-MODL-FG-0270,2,WC-003,14.0,606.0,620.0,2025-11-03
SO-0262,INV-MODL-FG-0270,2,WC-016,18.0,456.0,474.0,2025-11-03
SO-0262,INV-MODL-FG-0270,2,WC-006,19.0,582.0,601.0,2025-11-03
SO-0262,INV-MODL-FG-0270,2,WC-015,14.0,404.0,418.0,2025-11-03
SO-0262,INV-MODL-FG-0270,2,WC-002,22.0,652.0,674.0,2025-11-03
SO-0262,INV-MODL-FG-0270,2,WC-007,41.0,396.0,437.0,2025-11-03
SO-0262,INV-MODL-FG-0270,2,WC-018,20.0,498.0,518.0,2025-11-03
SO-0262,INV-MODL-FG-0270,2,WC-021,0.0,80.0,80.0,2025-11-03
SO-0263,INV-MODL-FG-0290,1,WC-014,18.0,229.0,247.0,2025-02-20
SO-0263,INV-MODL-FG-0290,1,WC-006,15.0,336.0,351.0,2025-02-20
SO-0263,INV-MODL-FG-0290,1,WC-015,25.0,264.0,289.0,2025-02-20
SO-0263,INV-MODL-FG-0290,1,WC-003,17.0,286.0,303.0,2025-02-20
SO-0263,INV-MODL-FG-0290,1,WC-009,27.0,167.0,194.0,2025-02-20
SO-0263,INV-MODL-FG-0290,1,WC-018,22.0,83.0,105.0,2025-02-20
SO-0263,INV-MODL-FG-0290,1,WC-028,0.0,40.0,40.0,2025-02-20
SO-0264,INV-MODL-FG-0271,2,WC-016,27.0,548.0,575.0,2025-04-01
SO-0264,INV-MODL-FG-0271,2,WC-006,12.0,320.0,332.0,2025-04-01
SO-0264,INV-MODL-FG-0271,2,WC-013,14.0,668.0,682.0,2025-04-01
SO-0264,INV-MODL-FG-0271,2,WC-006,28.0,304.0,332.0,2025-04-01
SO-0264,INV-MODL-FG-0271,2,WC-007,65.0,440.0,505.0,2025-04-01
SO-0264,INV-MODL-FG-0271,2,WC-019,27.0,196.0,223.0,2025-04-01
SO-0264,INV-MODL-FG-0271,2,WC-030,0.0,80.0,80.0,2025-04-01
SO-0265,INV-MODL-FG-0311,4,WC-014,11.0,772.0,783.0,2025-10-24
SO-0265,INV-MODL-FG-0311,4,WC-005,22.0,780.0,802.0,2025-10-24
SO-0265,INV-MODL-FG-0311,4,WC-013,22.0,716.0,738.0,2025-10-24
SO-0265,INV-MODL-FG-0311,4,WC-005,21.0,500.0,521.0,2025-10-24
SO-0265,INV-MODL-FG-0311,4,WC-014,30.0,812.0,842.0,2025-10-24
SO-0265,INV-MODL-FG-0311,4,WC-004,12.0,1240.0,1252.0,2025-10-24
SO-0265,INV-MODL-FG-0311,4,WC-010,49.0,552.0,601.0,2025-10-24
SO-0265,INV-MODL-FG-0311,4,WC-018,29.0,344.0,373.0,2025-10-24
SO-0265,INV-MODL-FG-0311,4,WC-029,0.0,160.0,160.0,2025-10-24
SO-0266,INV-STRC-FG-0031,1,WC-014,24.0,225.0,249.0,2025-02-05
SO-0266,INV-STRC-FG-0031,1,WC-003,12.0,144.0,156.0,2025-02-05
SO-0266,INV-STRC-FG-0031,1,WC-015,12.0,299.0,311.0,2025-02-05
SO-0266,INV-STRC-FG-0031,1,WC-005,15.0,337.0,352.0,2025-02-05
SO-0266,INV-STRC-FG-0031,1,WC-014,14.0,134.0,148.0,2025-02-05
SO-0266,INV-STRC-FG-0031,1,WC-006,28.0,335.0,363.0,2025-02-05
SO-0266,INV-STRC-FG-0031,1,WC-016,24.0,188.0,212.0,2025-02-05
SO-0266,INV-STRC-FG-0031,1,WC-001,27.0,128.0,155.0,2025-02-05
SO-0266,INV-STRC-FG-0031,1,WC-018,17.0,188.0,205.0,2025-02-05
SO-0266,INV-STRC-FG-0031,1,WC-024,0.0,30.0,30.0,2025-02-05
SO-0267,INV-STRC-FG-0009,1,WC-016,12.0,329.0,341.0,2025-12-16
SO-0267,INV-STRC-FG-0009,1,WC-001,23.0,301.0,324.0,2025-12-16
SO-0267,INV-STRC-FG-0009,1,WC-015,24.0,303.0,327.0,2025-12-16
SO-0267,INV-STRC-FG-0009,1,WC-004,14.0,133.0,147.0,2025-12-16
SO-0267,INV-STRC-FG-0009,1,WC-008,60.0,91.0,151.0,2025-12-16
SO-0267,INV-STRC-FG-0009,1,WC-018,15.0,90.0,105.0,2025-12-16
SO-0267,INV-STRC-FG-0009,1,WC-023,0.0,30.0,30.0,2025-12-16
SO-0268,INV-PLTE-FG-0246,1,WC-015,25.0,350.0,375.0,2025-03-31
SO-0268,INV-PLTE-FG-0246,1,WC-002,24.0,267.0,291.0,2025-03-31
SO-0268,INV-PLTE-FG-0246,1,WC-015,15.0,260.0,275.0,2025-03-31
SO-0268,INV-PLTE-FG-0246,1,WC-006,30.0,259.0,289.0,2025-03-31
SO-0268,INV-PLTE-FG-0246,1,WC-018,24.0,95.0,119.0,2025-03-31
SO-0268,INV-PLTE-FG-0246,1,WC-030,0.0,25.0,25.0,2025-03-31
SO-0269,INV-BEAM-FG-0171,4,WC-013,12.0,1388.0,1400.0,2025-03-26
SO-0269,INV-BEAM-FG-0171,4,WC-004,22.0,1308.0,1330.0,2025-03-26
SO-0269,INV-BEAM-FG-0171,4,WC-013,16.0,996.0,1012.0,2025-03-26
SO-0269,INV-BEAM-FG-0171,4,WC-002,18.0,812.0,830.0,2025-03-26
SO-0269,INV-BEAM-FG-0171,4,WC-013,18.0,1204.0,1222.0,2025-03-26
SO-0269,INV-BEAM-FG-0171,4,WC-004,26.0,928.0,954.0,2025-03-26
SO-0269,INV-BEAM-FG-0171,4,WC-017,26.0,596.0,622.0,2025-03-26
SO-0269,INV-BEAM-FG-0171,4,WC-026,0.0,80.0,80.0,2025-03-26
SO-0270,INV-BEAM-FG-0177,1,WC-013,21.0,190.0,211.0,2025-06-30
SO-0270,INV-BEAM-FG-0177,1,WC-001,24.0,264.0,288.0,2025-06-30
SO-0270,INV-BEAM-FG-0177,1,WC-013,10.0,326.0,336.0,2025-06-30
SO-0270,INV-BEAM-FG-0177,1,WC-005,16.0,198.0,214.0,2025-06-30
SO-0270,INV-BEAM-FG-0177,1,WC-019,15.0,77.0,92.0,2025-06-30
SO-0270,INV-BEAM-FG-0177,1,WC-020,0.0,20.0,20.0,2025-06-30
SO-0271,INV-MODL-FG-0276,2,WC-013,15.0,702.0,717.0,2025-05-10
SO-0271,INV-MODL-FG-0276,2,WC-004,15.0,614.0,629.0,2025-05-10
SO-0271,INV-MODL-FG-0276,2,WC-014,12.0,714.0,726.0,2025-05-10
SO-0271,INV-MODL-FG-0276,2,WC-001,13.0,260.0,273.0,2025-05-10
SO-0271,INV-MODL-FG-0276,2,WC-013,10.0,370.0,380.0,2025-05-10
SO-0271,INV-MODL-FG-0276,2,WC-006,15.0,720.0,735.0,2025-05-10
SO-0271,INV-MODL-FG-0276,2,WC-016,16.0,432.0,448.0,2025-05-10
SO-0271,INV-MODL-FG-0276,2,WC-005,21.0,348.0,369.0,2025-05-10
SO-0271,INV-MODL-FG-0276,2,WC-019,30.0,338.0,368.0,2025-05-10
SO-0271,INV-MODL-FG-0276,2,WC-022,0.0,80.0,80.0,2025-05-10
SO-0272,INV-MODL-FG-0338,1,WC-013,10.0,256.0,266.0,2025-02-14
SO-0272,INV-MODL-FG-0338,1,WC-006,12.0,184.0,196.0,2025-02-14
SO-0272,INV-MODL-FG-0338,1,WC-016,18.0,345.0,363.0,2025-02-14
SO-0272,INV-MODL-FG-0338,1,WC-003,12.0,120.0,132.0,2025-02-14
SO-0272,INV-MODL-FG-0338,1,WC-016,27.0,221.0,248.0,2025-02-14
SO-0272,INV-MODL-FG-0338,1,WC-006,24.0,338.0,362.0,2025-02-14
SO-0272,INV-MODL-FG-0338,1,WC-010,75.0,104.0,179.0,2025-02-14
SO-0272,INV-MODL-FG-0338,1,WC-019,21.0,115.0,136.0,2025-02-14
SO-0272,INV-MODL-FG-0338,1,WC-021,0.0,40.0,40.0,2025-02-14
SO-0273,INV-PLTE-FG-0196,1,WC-015,18.0,148.0,166.0,2025-02-22
SO-0273,INV-PLTE-FG-0196,1,WC-002,20.0,308.0,328.0,2025-02-22
SO-0273,INV-PLTE-FG-0196,1,WC-016,23.0,284.0,307.0,2025-02-22
SO-0273,INV-PLTE-FG-0196,1,WC-004,13.0,159.0,172.0,2025-02-22
SO-0273,INV-PLTE-FG-0196,1,WC-013,28.0,123.0,151.0,2025-02-22
SO-0273,INV-PLTE-FG-0196,1,WC-004,18.0,344.0,362.0,2025-02-22
SO-0273,INV-PLTE-FG-0196,1,WC-016,28.0,172.0,200.0,2025-02-22
SO-0273,INV-PLTE-FG-0196,1,WC-005,12.0,284.0,296.0,2025-02-22
SO-0273,INV-PLTE-FG-0196,1,WC-018,15.0,186.0,201.0,2025-02-22
SO-0273,INV-PLTE-FG-0196,1,WC-021,0.0,25.0,25.0,2025-02-22
SO-0274,INV-PLTE-FG-0220,1,WC-014,10.0,240.0,250.0,2025-05-17
SO-0274,INV-PLTE-FG-0220,1,WC-001,29.0,341.0,370.0,2025-05-17
SO-0274,INV-PLTE-FG-0220,1,WC-013,10.0,267.0,277.0,2025-05-17
SO-0274,INV-PLTE-FG-0220,1,WC-006,21.0,352.0,373.0,2025-05-17
SO-0274,INV-PLTE-FG-0220,1,WC-015,13.0,193.0,206.0,2025-05-17
SO-0274,INV-PLTE-FG-0220,1,WC-002,24.0,323.0,347.0,2025-05-17
SO-0274,INV-PLTE-FG-0220,1,WC-011,38.0,146.0,184.0,2025-05-17
SO-0274,INV-PLTE-FG-0220,1,WC-018,16.0,143.0,159.0,2025-05-17
SO-0274,INV-PLTE-FG-0220,1,WC-029,0.0,25.0,25.0,2025-05-17
SO-0275,INV-PLTE-FG-0219,2,WC-015,28.0,544.0,572.0,2025-12-19
SO-0275,INV-PLTE-FG-0219,2,WC-001,13.0,630.0,643.0,2025-12-19
SO-0275,INV-PLTE-FG-0219,2,WC-013,26.0,266.0,292.0,2025-12-19
SO-0275,INV-PLTE-FG-0219,2,WC-003,27.0,508.0,535.0,2025-12-19
SO-0275,INV-PLTE-FG-0219,2,WC-016,12.0,394.0,406.0,2025-12-19
SO-0275,INV-PLTE-FG-0219,2,WC-005,28.0,344.0,372.0,2025-12-19
SO-0275,INV-PLTE-FG-0219,2,WC-012,70.0,226.0,296.0,2025-12-19
SO-0275,INV-PLTE-FG-0219,2,WC-019,15.0,216.0,231.0,2025-12-19
SO-0275,INV-PLTE-FG-0219,2,WC-028,0.0,50.0,50.0,2025-12-19
SO-0276,INV-PLTE-FG-0251,1,WC-015,28.0,228.0,256.0,2025-06-29
SO-0276,INV-PLTE-FG-0251,1,WC-006,30.0,230.0,260.0,2025-06-29
SO-0276,INV-PLTE-FG-0251,1,WC-015,23.0,199.0,222.0,2025-06-29
SO-0276,INV-PLTE-FG-0251,1,WC-002,19.0,259.0,278.0,2025-06-29
SO-0276,INV-PLTE-FG-0251,1,WC-009,48.0,109.0,157.0,2025-06-29
SO-0276,INV-PLTE-FG-0251,1,WC-018,30.0,108.0,138.0,2025-06-29
SO-0276,INV-PLTE-FG-0251,1,WC-021,0.0,25.0,25.0,2025-06-29
SO-0277,INV-STRC-FG-0061,1,WC-016,24.0,209.0,233.0,2025-11-15
SO-0277,INV-STRC-FG-0061,1,WC-002,13.0,329.0,342.0,2025-11-15
SO-0277,INV-STRC-FG-0061,1,WC-015,16.0,170.0,186.0,2025-11-15
SO-0277,INV-STRC-FG-0061,1,WC-004,28.0,136.0,164.0,2025-11-15
SO-0277,INV-STRC-FG-0061,1,WC-015,24.0,120.0,144.0,2025-11-15
SO-0277,INV-STRC-FG-0061,1,WC-004,21.0,285.0,306.0,2025-11-15
SO-0277,INV-STRC-FG-0061,1,WC-008,57.0,133.0,190.0,2025-11-15
SO-0277,INV-STRC-FG-0061,1,WC-018,24.0,129.0,153.0,2025-11-15
SO-0277,INV-STRC-FG-0061,1,WC-029,0.0,30.0,30.0,2025-11-15
SO-0278,INV-PLTE-FG-0228,2,WC-015,27.0,452.0,479.0,2025-03-30
SO-0278,INV-PLTE-FG-0228,2,WC-001,17.0,594.0,611.0,2025-03-30
SO-0278,INV-PLTE-FG-0228,2,WC-013,14.0,372.0,386.0,2025-03-30
SO-0278,INV-PLTE-FG-0228,2,WC-002,18.0,246.0,264.0,2025-03-30
SO-0278,INV-PLTE-FG-0228,2,WC-015,19.0,568.0,587.0,2025-03-30
SO-0278,INV-PLTE-FG-0228,2,WC-004,30.0,344.0,374.0,2025-03-30
SO-0278,INV-PLTE-FG-0228,2,WC-007,61.0,312.0,373.0,2025-03-30
SO-0278,INV-PLTE-FG-0228,2,WC-017,19.0,248.0,267.0,2025-03-30
SO-0278,INV-PLTE-FG-0228,2,WC-022,0.0,50.0,50.0,2025-03-30
SO-0279,INV-STRC-FG-0007,1,WC-014,18.0,166.0,184.0,2025-11-08
SO-0279,INV-STRC-FG-0007,1,WC-002,22.0,163.0,185.0,2025-11-08
SO-0279,INV-STRC-FG-0007,1,WC-013,12.0,257.0,269.0,2025-11-08
SO-0279,INV-STRC-FG-0007,1,WC-003,20.0,301.0,321.0,2025-11-08
SO-0279,INV-STRC-FG-0007,1,WC-015,25.0,326.0,351.0,2025-11-08
SO-0279,INV-STRC-FG-0007,1,WC-003,22.0,197.0,219.0,2025-11-08
SO-0279,INV-STRC-FG-0007,1,WC-017,15.0,108.0,123.0,2025-11-08
SO-0279,INV-STRC-FG-0007,1,WC-028,0.0,30.0,30.0,2025-11-08
SO-0280,INV-PLTE-FG-0217,2,WC-014,29.0,262.0,291.0,2025-09-18
SO-0280,INV-PLTE-FG-0217,2,WC-001,16.0,442.0,458.0,2025-09-18
SO-0280,INV-PLTE-FG-0217,2,WC-013,19.0,450.0,469.0,2025-09-18
SO-0280,INV-PLTE-FG-0217,2,WC-001,27.0,422.0,449.0,2025-09-18
SO-0280,INV-PLTE-FG-0217,2,WC-016,22.0,490.0,512.0,2025-09-18
SO-0280,INV-PLTE-FG-0217,2,WC-004,13.0,548.0,561.0,2025-09-18
SO-0280,INV-PLTE-FG-0217,2,WC-007,58.0,426.0,484.0,2025-09-18
SO-0280,INV-PLTE-FG-0217,2,WC-018,16.0,220.0,236.0,2025-09-18
SO-0280,INV-PLTE-FG-0217,2,WC-022,0.0,50.0,50.0,2025-09-18
SO-0281,INV-STRC-FG-0068,1,WC-015,18.0,198.0,216.0,2025-09-24
SO-0281,INV-STRC-FG-0068,1,WC-004,13.0,219.0,232.0,2025-09-24
SO-0281,INV-STRC-FG-0068,1,WC-014,20.0,149.0,169.0,2025-09-24
SO-0281,INV-STRC-FG-0068,1,WC-006,30.0,133.0,163.0,2025-09-24
SO-0281,INV-STRC-FG-0068,1,WC-013,21.0,279.0,300.0,2025-09-24
SO-0281,INV-STRC-FG-0068,1,WC-001,13.0,227.0,240.0,2025-09-24
SO-0281,INV-STRC-FG-0068,1,WC-017,20.0,129.0,149.0,2025-09-24
SO-0281,INV-STRC-FG-0068,1,WC-029,0.0,30.0,30.0,2025-09-24
SO-0282,INV-MODL-FG-0308,1,WC-014,13.0,277.0,290.0,2025-10-09
SO-0282,INV-MODL-FG-0308,1,WC-004,28.0,243.0,271.0,2025-10-09
SO-0282,INV-MODL-FG-0308,1,WC-014,23.0,181.0,204.0,2025-10-09
SO-0282,INV-MODL-FG-0308,1,WC-004,16.0,273.0,289.0,2025-10-09
SO-0282,INV-MODL-FG-0308,1,WC-009,74.0,185.0,259.0,2025-10-09
SO-0282,INV-MODL-FG-0308,1,WC-017,18.0,114.0,132.0,2025-10-09
SO-0282,INV-MODL-FG-0308,1,WC-028,0.0,40.0,40.0,2025-10-09
SO-0283,INV-MODL-FG-0299,1,WC-013,20.0,178.0,198.0,2025-12-24
SO-0283,INV-MODL-FG-0299,1,WC-004,25.0,293.0,318.0,2025-12-24
SO-0283,INV-MODL-FG-0299,1,WC-014,18.0,141.0,159.0,2025-12-24
SO-0283,INV-MODL-FG-0299,1,WC-004,18.0,173.0,191.0,2025-12-24
SO-0283,INV-MODL-FG-0299,1,WC-018,30.0,67.0,97.0,2025-12-24
SO-0283,INV-MODL-FG-0299,1,WC-023,0.0,40.0,40.0,2025-12-24
SO-0284,INV-MODL-FG-0291,1,WC-013,11.0,270.0,281.0,2025-12-02
SO-0284,INV-MODL-FG-0291,1,WC-006,28.0,149.0,177.0,2025-12-02
SO-0284,INV-MODL-FG-0291,1,WC-015,24.0,143.0,167.0,2025-12-02
SO-0284,INV-MODL-FG-0291,1,WC-001,16.0,337.0,353.0,2025-12-02
SO-0284,INV-MODL-FG-0291,1,WC-017,18.0,88.0,106.0,2025-12-02
SO-0284,INV-MODL-FG-0291,1,WC-021,0.0,40.0,40.0,2025-12-02
SO-0285,INV-MODL-FG-0303,1,WC-015,12.0,189.0,201.0,2025-02-03
SO-0285,INV-MODL-FG-0303,1,WC-006,27.0,305.0,332.0,2025-02-03
SO-0285,INV-MODL-FG-0303,1,WC-014,28.0,358.0,386.0,2025-02-03
SO-0285,INV-MODL-FG-0303,1,WC-003,17.0,223.0,240.0,2025-02-03
SO-0285,INV-MODL-FG-0303,1,WC-015,23.0,179.0,202.0,2025-02-03
SO-0285,INV-MODL-FG-0303,1,WC-001,24.0,197.0,221.0,2025-02-03
SO-0285,INV-MODL-FG-0303,1,WC-007,28.0,154.0,182.0,2025-02-03
SO-0285,INV-MODL-FG-0303,1,WC-017,18.0,148.0,166.0,2025-02-03
SO-0285,INV-MODL-FG-0303,1,WC-029,0.0,40.0,40.0,2025-02-03
SO-0286,INV-PLTE-FG-0242,1,WC-014,17.0,252.0,269.0,2025-12-08
SO-0286,INV-PLTE-FG-0242,1,WC-001,13.0,284.0,297.0,2025-12-08
SO-0286,INV-PLTE-FG-0242,1,WC-015,24.0,139.0,163.0,2025-12-08
SO-0286,INV-PLTE-FG-0242,1,WC-006,24.0,328.0,352.0,2025-12-08
SO-0286,INV-PLTE-FG-0242,1,WC-016,22.0,254.0,276.0,2025-12-08
SO-0286,INV-PLTE-FG-0242,1,WC-004,18.0,228.0,246.0,2025-12-08
SO-0286,INV-PLTE-FG-0242,1,WC-016,17.0,256.0,273.0,2025-12-08
SO-0286,INV-PLTE-FG-0242,1,WC-005,16.0,355.0,371.0,2025-12-08
SO-0286,INV-PLTE-FG-0242,1,WC-019,26.0,219.0,245.0,2025-12-08
SO-0286,INV-PLTE-FG-0242,1,WC-031,0.0,25.0,25.0,2025-12-08
SO-0287,INV-BEAM-FG-0118,1,WC-015,24.0,270.0,294.0,2025-01-31
SO-0287,INV-BEAM-FG-0118,1,WC-002,24.0,182.0,206.0,2025-01-31
SO-0287,INV-BEAM-FG-0118,1,WC-013,24.0,231.0,255.0,2025-01-31
SO-0287,INV-BEAM-FG-0118,1,WC-002,11.0,340.0,351.0,2025-01-31
SO-0287,INV-BEAM-FG-0118,1,WC-013,15.0,183.0,198.0,2025-01-31
SO-0287,INV-BEAM-FG-0118,1,WC-004,26.0,206.0,232.0,2025-01-31
SO-0287,INV-BEAM-FG-0118,1,WC-013,20.0,240.0,260.0,2025-01-31
SO-0287,INV-BEAM-FG-0118,1,WC-002,23.0,293.0,316.0,2025-01-31
SO-0287,INV-BEAM-FG-0118,1,WC-010,68.0,157.0,225.0,2025-01-31
SO-0287,INV-BEAM-FG-0118,1,WC-019,30.0,178.0,208.0,2025-01-31
SO-0287,INV-BEAM-FG-0118,1,WC-021,0.0,20.0,20.0,2025-01-31
SO-0288,INV-PLTE-FG-0217,1,WC-014,29.0,131.0,160.0,2025-04-26
SO-0288,INV-PLTE-FG-0217,1,WC-001,16.0,221.0,237.0,2025-04-26
SO-0288,INV-PLTE-FG-0217,1,WC-013,19.0,225.0,244.0,2025-04-26
SO-0288,INV-PLTE-FG-0217,1,WC-001,27.0,211.0,238.0,2025-04-26
SO-0288,INV-PLTE-FG-0217,1,WC-016,22.0,245.0,267.0,2025-04-26
SO-0288,INV-PLTE-FG-0217,1,WC-004,13.0,274.0,287.0,2025-04-26
SO-0288,INV-PLTE-FG-0217,1,WC-007,58.0,213.0,271.0,2025-04-26
SO-0288,INV-PLTE-FG-0217,1,WC-018,16.0,110.0,126.0,2025-04-26
SO-0288,INV-PLTE-FG-0217,1,WC-022,0.0,25.0,25.0,2025-04-26
SO-0289,INV-BEAM-FG-0090,1,WC-014,13.0,222.0,235.0,2025-06-19
SO-0289,INV-BEAM-FG-0090,1,WC-005,19.0,132.0,151.0,2025-06-19
SO-0289,INV-BEAM-FG-0090,1,WC-014,12.0,257.0,269.0,2025-06-19
SO-0289,INV-BEAM-FG-0090,1,WC-003,20.0,273.0,293.0,2025-06-19
SO-0289,INV-BEAM-FG-0090,1,WC-015,30.0,349.0,379.0,2025-06-19
SO-0289,INV-BEAM-FG-0090,1,WC-001,29.0,147.0,176.0,2025-06-19
SO-0289,INV-BEAM-FG-0090,1,WC-011,55.0,178.0,233.0,2025-06-19
SO-0289,INV-BEAM-FG-0090,1,WC-019,26.0,151.0,177.0,2025-06-19
SO-0289,INV-BEAM-FG-0090,1,WC-022,0.0,20.0,20.0,2025-06-19
SO-0290,INV-BEAM-FG-0098,2,WC-013,10.0,574.0,584.0,2025-04-06
SO-0290,INV-BEAM-FG-0098,2,WC-004,10.0,710.0,720.0,2025-04-06
SO-0290,INV-BEAM-FG-0098,2,WC-014,28.0,320.0,348.0,2025-04-06
SO-0290,INV-BEAM-FG-0098,2,WC-001,14.0,334.0,348.0,2025-04-06
SO-0290,INV-BEAM-FG-0098,2,WC-011,24.0,340.0,364.0,2025-04-06
SO-0290,INV-BEAM-FG-0098,2,WC-018,30.0,156.0,186.0,2025-04-06
SO-0290,INV-BEAM-FG-0098,2,WC-025,0.0,40.0,40.0,2025-04-06
SO-0291,INV-STRC-FG-0011,1,WC-016,14.0,319.0,333.0,2025-05-06
SO-0291,INV-STRC-FG-0011,1,WC-005,26.0,310.0,336.0,2025-05-06
SO-0291,INV-STRC-FG-0011,1,WC-014,20.0,128.0,148.0,2025-05-06
SO-0291,INV-STRC-FG-0011,1,WC-005,21.0,342.0,363.0,2025-05-06
SO-0291,INV-STRC-FG-0011,1,WC-011,70.0,114.0,184.0,2025-05-06
SO-0291,INV-STRC-FG-0011,1,WC-019,28.0,77.0,105.0,2025-05-06
SO-0291,INV-STRC-FG-0011,1,WC-027,0.0,30.0,30.0,2025-05-06
SO-0292,INV-STRC-FG-0019,4,WC-015,26.0,1336.0,1362.0,2025-05-31
