Main_Parent_ID,Level,Type,ItemID,Direct_Parent_ID,Quantity,Item ID,Operation Number,Operation Name,Workcenter ID,Setup Time (min),Run Time (min),Next Operation,Previous Operation
INV-STRC-FG-0032,1,RM,INV-RM-RM-0087,INV-STRC-FG-0032,2,,,,,,,,
INV-STRC-FG-0033,0,FG,INV-STRC-FG-0033,,1,INV-STRC-FG-0033,1.0,Assembly 1,WC-016,18.0,238.0,2.0,
INV-STRC-FG-0033,0,FG,INV-STRC-FG-0033,,1,INV-STRC-FG-0033,2.0,Welding 1,WC-002,27.0,355.0,3.0,1.0
INV-STRC-FG-0033,0,FG,INV-STRC-FG-0033,,1,INV-STRC-FG-0033,3.0,Assembly 2,WC-013,24.0,274.0,4.0,2.0
INV-STRC-FG-0033,0,FG,INV-STRC-FG-0033,,1,INV-STRC-FG-0033,4.0,Welding 2,WC-003,17.0,216.0,5.0,3.0
INV-STRC-FG-0033,0,FG,INV-STRC-FG-0033,,1,INV-STRC-FG-0033,5.0,Assembly 3,WC-013,19.0,223.0,6.0,4.0
INV-STRC-FG-0033,0,FG,INV-STRC-FG-0033,,1,INV-STRC-FG-0033,6.0,Welding 3,WC-004,18.0,148.0,7.0,5.0
INV-STRC-FG-0033,0,FG,INV-STRC-FG-0033,,1,INV-STRC-FG-0033,7.0,Painting 1,WC-018,16.0,110.0,8.0,6.0
INV-STRC-FG-0033,0,FG,INV-STRC-FG-0033,,1,INV-STRC-FG-0033,8.0,Packaging 1,WC-028,0.0,30.0,,7.0
INV-STRC-FG-0033,1,SFG,INV-STRC-SFG-0264,INV-STRC-FG-0033,4,INV-STRC-SFG-0264,1.0,Assembly 1,WC-014,16.0,147.0,2.0,
INV-STRC-FG-0033,1,SFG,INV-STRC-SFG-0264,INV-STRC-FG-0033,4,INV-STRC-SFG-0264,2.0,Welding 1,WC-006,15.0,251.0,3.0,1.0
INV-STRC-FG-0033,1,SFG,INV-STRC-SFG-0264,INV-STRC-FG-0033,4,INV-STRC-SFG-0264,3.0,Assembly 2,WC-014,20.0,234.0,4.0,2.0
INV-STRC-FG-0033,1,SFG,INV-STRC-SFG-0264,INV-STRC-FG-0033,4,INV-STRC-SFG-0264,4.0,Welding 2,WC-004,17.0,176.0,,3.0
INV-STRC-FG-0033,2,RM,INV-RM-RM-0021,INV-STRC-SFG-0264,4,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0051,INV-STRC-SFG-0264,2,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0052,INV-STRC-SFG-0264,4,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0071,INV-STRC-SFG-0264,1,,,,,,,,
INV-STRC-FG-0033,1,SFG,INV-BEAM-SFG-0703,INV-STRC-FG-0033,3,INV-BEAM-SFG-0703,1.0,Assembly 1,WC-013,27.0,321.0,2.0,
INV-STRC-FG-0033,1,SFG,INV-BEAM-SFG-0703,INV-STRC-FG-0033,3,INV-BEAM-SFG-0703,2.0,Welding 1,WC-003,28.0,208.0,3.0,1.0
INV-STRC-FG-0033,1,SFG,INV-BEAM-SFG-0703,INV-STRC-FG-0033,3,INV-BEAM-SFG-0703,3.0,Assembly 2,WC-014,26.0,176.0,4.0,2.0
INV-STRC-FG-0033,1,SFG,INV-BEAM-SFG-0703,INV-STRC-FG-0033,3,INV-BEAM-SFG-0703,4.0,Welding 2,WC-006,10.0,241.0,5.0,3.0
INV-STRC-FG-0033,1,SFG,INV-BEAM-SFG-0703,INV-STRC-FG-0033,3,INV-BEAM-SFG-0703,5.0,Machining 1,WC-011,52.0,111.0,,4.0
INV-STRC-FG-0033,2,RM,INV-RM-RM-0045,INV-BEAM-SFG-0703,1,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0121,INV-BEAM-SFG-0703,4,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0035,INV-BEAM-SFG-0703,3,,,,,,,,
INV-STRC-FG-0033,1,SFG,INV-PLTE-SFG-1001,INV-STRC-FG-0033,3,INV-PLTE-SFG-1001,1.0,Assembly 1,WC-013,17.0,158.0,2.0,
INV-STRC-FG-0033,1,SFG,INV-PLTE-SFG-1001,INV-STRC-FG-0033,3,INV-PLTE-SFG-1001,2.0,Welding 1,WC-001,30.0,225.0,,1.0
INV-STRC-FG-0033,2,RM,INV-RM-RM-0094,INV-PLTE-SFG-1001,2,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0118,INV-PLTE-SFG-1001,2,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0058,INV-PLTE-SFG-1001,2,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0075,INV-PLTE-SFG-1001,1,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0101,INV-PLTE-SFG-1001,2,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0116,INV-PLTE-SFG-1001,2,,,,,,,,
INV-STRC-FG-0033,1,SFG,INV-PLTE-SFG-1004,INV-STRC-FG-0033,1,INV-PLTE-SFG-1004,1.0,Assembly 1,WC-013,23.0,136.0,2.0,
INV-STRC-FG-0033,1,SFG,INV-PLTE-SFG-1004,INV-STRC-FG-0033,1,INV-PLTE-SFG-1004,2.0,Welding 1,WC-005,10.0,218.0,,1.0
INV-STRC-FG-0033,2,RM,INV-RM-RM-0085,INV-PLTE-SFG-1004,2,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0048,INV-PLTE-SFG-1004,1,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0090,INV-PLTE-SFG-1004,3,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0117,INV-PLTE-SFG-1004,2,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0119,INV-PLTE-SFG-1004,2,,,,,,,,
INV-STRC-FG-0033,1,SFG,INV-PLTE-SFG-0954,INV-STRC-FG-0033,4,INV-PLTE-SFG-0954,1.0,Assembly 1,WC-015,22.0,267.0,2.0,
INV-STRC-FG-0033,1,SFG,INV-PLTE-SFG-0954,INV-STRC-FG-0033,4,INV-PLTE-SFG-0954,2.0,Welding 1,WC-001,21.0,181.0,3.0,1.0
INV-STRC-FG-0033,1,SFG,INV-PLTE-SFG-0954,INV-STRC-FG-0033,4,INV-PLTE-SFG-0954,3.0,Machining 1,WC-011,71.0,91.0,,2.0
INV-STRC-FG-0033,2,RM,INV-RM-RM-0112,INV-PLTE-SFG-0954,1,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0125,INV-PLTE-SFG-0954,3,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0065,INV-PLTE-SFG-0954,1,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0044,INV-PLTE-SFG-0954,3,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0079,INV-PLTE-SFG-0954,4,,,,,,,,
INV-STRC-FG-0033,1,SFG,INV-MODL-SFG-1295,INV-STRC-FG-0033,4,INV-MODL-SFG-1295,1.0,Assembly 1,WC-015,18.0,161.0,2.0,
INV-STRC-FG-0033,1,SFG,INV-MODL-SFG-1295,INV-STRC-FG-0033,4,INV-MODL-SFG-1295,2.0,Welding 1,WC-003,21.0,175.0,3.0,1.0
INV-STRC-FG-0033,1,SFG,INV-MODL-SFG-1295,INV-STRC-FG-0033,4,INV-MODL-SFG-1295,3.0,Assembly 2,WC-013,14.0,340.0,4.0,2.0
INV-STRC-FG-0033,1,SFG,INV-MODL-SFG-1295,INV-STRC-FG-0033,4,INV-MODL-SFG-1295,4.0,Welding 2,WC-002,19.0,356.0,,3.0
INV-STRC-FG-0033,2,RM,INV-RM-RM-0028,INV-MODL-SFG-1295,2,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0098,INV-MODL-SFG-1295,3,,,,,,,,
INV-STRC-FG-0033,2,RM,INV-RM-RM-0058,INV-MODL-SFG-1295,4,,,,,,,,
INV-STRC-FG-0033,1,RM,INV-RM-RM-0027,INV-STRC-FG-0033,2,,,,,,,,
INV-STRC-FG-0033,1,RM,INV-RM-RM-0035,INV-STRC-FG-0033,3,,,,,,,,
INV-STRC-FG-0033,1,RM,INV-RM-RM-0005,INV-STRC-FG-0033,4,,,,,,,,
INV-STRC-FG-0033,1,RM,INV-RM-RM-0100,INV-STRC-FG-0033,2,,,,,,,,
INV-STRC-FG-0034,0,FG,INV-STRC-FG-0034,,1,INV-STRC-FG-0034,1.0,Assembly 1,WC-013,28.0,290.0,2.0,
INV-STRC-FG-0034,0,FG,INV-STRC-FG-0034,,1,INV-STRC-FG-0034,2.0,Welding 1,WC-006,15.0,317.0,3.0,1.0
INV-STRC-FG-0034,0,FG,INV-STRC-FG-0034,,1,INV-STRC-FG-0034,3.0,Assembly 2,WC-013,10.0,280.0,4.0,2.0
INV-STRC-FG-0034,0,FG,INV-STRC-FG-0034,,1,INV-STRC-FG-0034,4.0,Welding 2,WC-003,24.0,120.0,5.0,3.0
INV-STRC-FG-0034,0,FG,INV-STRC-FG-0034,,1,INV-STRC-FG-0034,5.0,Assembly 3,WC-014,26.0,196.0,6.0,4.0
INV-STRC-FG-0034,0,FG,INV-STRC-FG-0034,,1,INV-STRC-FG-0034,6.0,Welding 3,WC-001,10.0,162.0,7.0,5.0
INV-STRC-FG-0034,0,FG,INV-STRC-FG-0034,,1,INV-STRC-FG-0034,7.0,Assembly 4,WC-016,13.0,297.0,8.0,6.0
INV-STRC-FG-0034,0,FG,INV-STRC-FG-0034,,1,INV-STRC-FG-0034,8.0,Welding 4,WC-002,20.0,164.0,9.0,7.0
INV-STRC-FG-0034,0,FG,INV-STRC-FG-0034,,1,INV-STRC-FG-0034,9.0,Machining 1,WC-011,37.0,164.0,10.0,8.0
INV-STRC-FG-0034,0,FG,INV-STRC-FG-0034,,1,INV-STRC-FG-0034,10.0,Painting 1,WC-019,20.0,154.0,11.0,9.0
INV-STRC-FG-0034,0,FG,INV-STRC-FG-0034,,1,INV-STRC-FG-0034,11.0,Packaging 1,WC-021,0.0,30.0,,10.0
INV-STRC-FG-0034,1,SFG,INV-PLTE-SFG-0824,INV-STRC-FG-0034,1,INV-PLTE-SFG-0824,1.0,Assembly 1,WC-015,13.0,219.0,2.0,
INV-STRC-FG-0034,1,SFG,INV-PLTE-SFG-0824,INV-STRC-FG-0034,1,INV-PLTE-SFG-0824,2.0,Welding 1,WC-001,10.0,285.0,3.0,1.0
INV-STRC-FG-0034,1,SFG,INV-PLTE-SFG-0824,INV-STRC-FG-0034,1,INV-PLTE-SFG-0824,3.0,Machining 1,WC-010,67.0,116.0,,2.0
INV-STRC-FG-0034,2,RM,INV-RM-RM-0053,INV-PLTE-SFG-0824,4,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0117,INV-PLTE-SFG-0824,2,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0116,INV-PLTE-SFG-0824,4,,,,,,,,
INV-STRC-FG-0034,1,SFG,INV-PLTE-SFG-0920,INV-STRC-FG-0034,2,INV-PLTE-SFG-0920,1.0,Assembly 1,WC-016,21.0,132.0,2.0,
INV-STRC-FG-0034,1,SFG,INV-PLTE-SFG-0920,INV-STRC-FG-0034,2,INV-PLTE-SFG-0920,2.0,Welding 1,WC-002,27.0,201.0,3.0,1.0
INV-STRC-FG-0034,1,SFG,INV-PLTE-SFG-0920,INV-STRC-FG-0034,2,INV-PLTE-SFG-0920,3.0,Assembly 2,WC-014,13.0,168.0,4.0,2.0
INV-STRC-FG-0034,1,SFG,INV-PLTE-SFG-0920,INV-STRC-FG-0034,2,INV-PLTE-SFG-0920,4.0,Welding 2,WC-003,26.0,193.0,5.0,3.0
INV-STRC-FG-0034,1,SFG,INV-PLTE-SFG-0920,INV-STRC-FG-0034,2,INV-PLTE-SFG-0920,5.0,Machining 1,WC-012,53.0,65.0,,4.0
INV-STRC-FG-0034,2,RM,INV-RM-RM-0044,INV-PLTE-SFG-0920,3,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0125,INV-PLTE-SFG-0920,3,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0074,INV-PLTE-SFG-0920,2,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0050,INV-PLTE-SFG-0920,3,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0082,INV-PLTE-SFG-0920,2,,,,,,,,
INV-STRC-FG-0034,1,SFG,INV-BEAM-SFG-0563,INV-STRC-FG-0034,4,INV-BEAM-SFG-0563,1.0,Assembly 1,WC-016,17.0,342.0,2.0,
INV-STRC-FG-0034,1,SFG,INV-BEAM-SFG-0563,INV-STRC-FG-0034,4,INV-BEAM-SFG-0563,2.0,Welding 1,WC-006,26.0,123.0,3.0,1.0
INV-STRC-FG-0034,1,SFG,INV-BEAM-SFG-0563,INV-STRC-FG-0034,4,INV-BEAM-SFG-0563,3.0,Machining 1,WC-007,47.0,93.0,,2.0
INV-STRC-FG-0034,2,RM,INV-RM-RM-0085,INV-BEAM-SFG-0563,1,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0007,INV-BEAM-SFG-0563,3,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0013,INV-BEAM-SFG-0563,3,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0029,INV-BEAM-SFG-0563,3,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0067,INV-BEAM-SFG-0563,1,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0104,INV-BEAM-SFG-0563,4,,,,,,,,
INV-STRC-FG-0034,1,SFG,INV-BEAM-SFG-0718,INV-STRC-FG-0034,2,INV-BEAM-SFG-0718,1.0,Assembly 1,WC-013,24.0,312.0,2.0,
INV-STRC-FG-0034,1,SFG,INV-BEAM-SFG-0718,INV-STRC-FG-0034,2,INV-BEAM-SFG-0718,2.0,Welding 1,WC-001,24.0,203.0,,1.0
INV-STRC-FG-0034,2,RM,INV-RM-RM-0079,INV-BEAM-SFG-0718,1,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0058,INV-BEAM-SFG-0718,4,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0077,INV-BEAM-SFG-0718,2,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0095,INV-BEAM-SFG-0718,1,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0032,INV-BEAM-SFG-0718,4,,,,,,,,
INV-STRC-FG-0034,2,RM,INV-RM-RM-0066,INV-BEAM-SFG-0718,4,,,,,,,,
INV-STRC-FG-0034,1,RM,INV-RM-RM-0050,INV-STRC-FG-0034,1,,,,,,,,
INV-STRC-FG-0034,1,RM,INV-RM-RM-0034,INV-STRC-FG-0034,2,,,,,,,,
INV-STRC-FG-0034,1,RM,INV-RM-RM-0116,INV-STRC-FG-0034,1,,,,,,,,
INV-STRC-FG-0035,0,FG,INV-STRC-FG-0035,,1,INV-STRC-FG-0035,1.0,Assembly 1,WC-013,27.0,181.0,2.0,
INV-STRC-FG-0035,0,FG,INV-STRC-FG-0035,,1,INV-STRC-FG-0035,2.0,Welding 1,WC-001,22.0,133.0,3.0,1.0
INV-STRC-FG-0035,0,FG,INV-STRC-FG-0035,,1,INV-STRC-FG-0035,3.0,Assembly 2,WC-013,22.0,255.0,4.0,2.0
INV-STRC-FG-0035,0,FG,INV-STRC-FG-0035,,1,INV-STRC-FG-0035,4.0,Welding 2,WC-003,19.0,261.0,5.0,3.0
INV-STRC-FG-0035,0,FG,INV-STRC-FG-0035,,1,INV-STRC-FG-0035,5.0,Painting 1,WC-018,23.0,67.0,6.0,4.0
INV-STRC-FG-0035,0,FG,INV-STRC-FG-0035,,1,INV-STRC-FG-0035,6.0,Packaging 1,WC-024,0.0,30.0,,5.0
INV-STRC-FG-0035,1,SFG,INV-STRC-SFG-0035,INV-STRC-FG-0035,2,INV-STRC-SFG-0035,1.0,Assembly 1,WC-013,24.0,299.0,2.0,
INV-STRC-FG-0035,1,SFG,INV-STRC-SFG-0035,INV-STRC-FG-0035,2,INV-STRC-SFG-0035,2.0,Welding 1,WC-006,18.0,267.0,3.0,1.0
INV-STRC-FG-0035,1,SFG,INV-STRC-SFG-0035,INV-STRC-FG-0035,2,INV-STRC-SFG-0035,3.0,Assembly 2,WC-013,30.0,124.0,4.0,2.0
INV-STRC-FG-0035,1,SFG,INV-STRC-SFG-0035,INV-STRC-FG-0035,2,INV-STRC-SFG-0035,4.0,Welding 2,WC-003,10.0,350.0,5.0,3.0
INV-STRC-FG-0035,1,SFG,INV-STRC-SFG-0035,INV-STRC-FG-0035,2,INV-STRC-SFG-0035,5.0,Machining 1,WC-012,33.0,68.0,,4.0
INV-STRC-FG-0035,2,RM,INV-RM-RM-0121,INV-STRC-SFG-0035,2,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0024,INV-STRC-SFG-0035,4,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0001,INV-STRC-SFG-0035,3,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0049,INV-STRC-SFG-0035,4,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0004,INV-STRC-SFG-0035,2,,,,,,,,
INV-STRC-FG-0035,1,SFG,INV-PLTE-SFG-0826,INV-STRC-FG-0035,2,INV-PLTE-SFG-0826,1.0,Assembly 1,WC-013,25.0,126.0,2.0,
INV-STRC-FG-0035,1,SFG,INV-PLTE-SFG-0826,INV-STRC-FG-0035,2,INV-PLTE-SFG-0826,2.0,Welding 1,WC-006,12.0,186.0,3.0,1.0
INV-STRC-FG-0035,1,SFG,INV-PLTE-SFG-0826,INV-STRC-FG-0035,2,INV-PLTE-SFG-0826,3.0,Assembly 2,WC-014,17.0,145.0,4.0,2.0
INV-STRC-FG-0035,1,SFG,INV-PLTE-SFG-0826,INV-STRC-FG-0035,2,INV-PLTE-SFG-0826,4.0,Welding 2,WC-002,15.0,150.0,,3.0
INV-STRC-FG-0035,2,RM,INV-RM-RM-0019,INV-PLTE-SFG-0826,2,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0026,INV-PLTE-SFG-0826,2,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0092,INV-PLTE-SFG-0826,2,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0036,INV-PLTE-SFG-0826,2,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0057,INV-PLTE-SFG-0826,3,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0040,INV-PLTE-SFG-0826,2,,,,,,,,
INV-STRC-FG-0035,1,SFG,INV-PLTE-SFG-1165,INV-STRC-FG-0035,2,INV-PLTE-SFG-1165,1.0,Assembly 1,WC-014,27.0,348.0,2.0,
INV-STRC-FG-0035,1,SFG,INV-PLTE-SFG-1165,INV-STRC-FG-0035,2,INV-PLTE-SFG-1165,2.0,Welding 1,WC-003,18.0,356.0,3.0,1.0
INV-STRC-FG-0035,1,SFG,INV-PLTE-SFG-1165,INV-STRC-FG-0035,2,INV-PLTE-SFG-1165,3.0,Assembly 2,WC-013,26.0,157.0,4.0,2.0
INV-STRC-FG-0035,1,SFG,INV-PLTE-SFG-1165,INV-STRC-FG-0035,2,INV-PLTE-SFG-1165,4.0,Welding 2,WC-005,16.0,270.0,,3.0
INV-STRC-FG-0035,2,RM,INV-RM-RM-0101,INV-PLTE-SFG-1165,2,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0067,INV-PLTE-SFG-1165,2,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0088,INV-PLTE-SFG-1165,3,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0125,INV-PLTE-SFG-1165,4,,,,,,,,
INV-STRC-FG-0035,1,SFG,INV-STRC-SFG-0298,INV-STRC-FG-0035,4,INV-STRC-SFG-0298,1.0,Assembly 1,WC-016,20.0,319.0,2.0,
INV-STRC-FG-0035,1,SFG,INV-STRC-SFG-0298,INV-STRC-FG-0035,4,INV-STRC-SFG-0298,2.0,Welding 1,WC-001,17.0,334.0,3.0,1.0
INV-STRC-FG-0035,1,SFG,INV-STRC-SFG-0298,INV-STRC-FG-0035,4,INV-STRC-SFG-0298,3.0,Assembly 2,WC-016,18.0,227.0,4.0,2.0
INV-STRC-FG-0035,1,SFG,INV-STRC-SFG-0298,INV-STRC-FG-0035,4,INV-STRC-SFG-0298,4.0,Welding 2,WC-004,25.0,198.0,,3.0
INV-STRC-FG-0035,2,RM,INV-RM-RM-0089,INV-STRC-SFG-0298,3,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0064,INV-STRC-SFG-0298,2,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0092,INV-STRC-SFG-0298,1,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0011,INV-STRC-SFG-0298,3,,,,,,,,
INV-STRC-FG-0035,1,SFG,INV-PLTE-SFG-0911,INV-STRC-FG-0035,3,INV-PLTE-SFG-0911,1.0,Assembly 1,WC-013,30.0,264.0,2.0,
INV-STRC-FG-0035,1,SFG,INV-PLTE-SFG-0911,INV-STRC-FG-0035,3,INV-PLTE-SFG-0911,2.0,Welding 1,WC-005,22.0,167.0,,1.0
INV-STRC-FG-0035,2,RM,INV-RM-RM-0086,INV-PLTE-SFG-0911,1,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0021,INV-PLTE-SFG-0911,2,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0018,INV-PLTE-SFG-0911,2,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0056,INV-PLTE-SFG-0911,1,,,,,,,,
INV-STRC-FG-0035,1,SFG,INV-MODL-SFG-1194,INV-STRC-FG-0035,2,INV-MODL-SFG-1194,1.0,Assembly 1,WC-016,28.0,277.0,2.0,
INV-STRC-FG-0035,1,SFG,INV-MODL-SFG-1194,INV-STRC-FG-0035,2,INV-MODL-SFG-1194,2.0,Welding 1,WC-001,14.0,231.0,3.0,1.0
INV-STRC-FG-0035,1,SFG,INV-MODL-SFG-1194,INV-STRC-FG-0035,2,INV-MODL-SFG-1194,3.0,Assembly 2,WC-016,19.0,293.0,4.0,2.0
INV-STRC-FG-0035,1,SFG,INV-MODL-SFG-1194,INV-STRC-FG-0035,2,INV-MODL-SFG-1194,4.0,Welding 2,WC-002,19.0,341.0,5.0,3.0
INV-STRC-FG-0035,1,SFG,INV-MODL-SFG-1194,INV-STRC-FG-0035,2,INV-MODL-SFG-1194,5.0,Machining 1,WC-008,70.0,83.0,,4.0
INV-STRC-FG-0035,2,RM,INV-RM-RM-0052,INV-MODL-SFG-1194,3,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0050,INV-MODL-SFG-1194,2,,,,,,,,
INV-STRC-FG-0035,2,RM,INV-RM-RM-0048,INV-MODL-SFG-1194,3,,,,,,,,
INV-STRC-FG-0035,1,RM,INV-RM-RM-0109,INV-STRC-FG-0035,3,,,,,,,,
INV-STRC-FG-0035,1,RM,INV-RM-RM-0096,INV-STRC-FG-0035,3,,,,,,,,
INV-STRC-FG-0036,0,FG,INV-STRC-FG-0036,,1,INV-STRC-FG-0036,1.0,Assembly 1,WC-013,21.0,264.0,2.0,
INV-STRC-FG-0036,0,FG,INV-STRC-FG-0036,,1,INV-STRC-FG-0036,2.0,Welding 1,WC-006,26.0,348.0,3.0,1.0
INV-STRC-FG-0036,0,FG,INV-STRC-FG-0036,,1,INV-STRC-FG-0036,3.0,Assembly 2,WC-016,28.0,287.0,4.0,2.0
INV-STRC-FG-0036,0,FG,INV-STRC-FG-0036,,1,INV-STRC-FG-0036,4.0,Welding 2,WC-001,30.0,268.0,5.0,3.0
INV-STRC-FG-0036,0,FG,INV-STRC-FG-0036,,1,INV-STRC-FG-0036,5.0,Assembly 3,WC-014,25.0,358.0,6.0,4.0
INV-STRC-FG-0036,0,FG,INV-STRC-FG-0036,,1,INV-STRC-FG-0036,6.0,Welding 3,WC-003,24.0,217.0,7.0,5.0
INV-STRC-FG-0036,0,FG,INV-STRC-FG-0036,,1,INV-STRC-FG-0036,7.0,Painting 1,WC-017,26.0,185.0,8.0,6.0
INV-STRC-FG-0036,0,FG,INV-STRC-FG-0036,,1,INV-STRC-FG-0036,8.0,Packaging 1,WC-022,0.0,30.0,,7.0
INV-STRC-FG-0036,1,SFG,INV-PLTE-SFG-1067,INV-STRC-FG-0036,3,INV-PLTE-SFG-1067,1.0,Assembly 1,WC-014,30.0,340.0,2.0,
INV-STRC-FG-0036,1,SFG,INV-PLTE-SFG-1067,INV-STRC-FG-0036,3,INV-PLTE-SFG-1067,2.0,Welding 1,WC-002,28.0,257.0,3.0,1.0
INV-STRC-FG-0036,1,SFG,INV-PLTE-SFG-1067,INV-STRC-FG-0036,3,INV-PLTE-SFG-1067,3.0,Assembly 2,WC-016,10.0,262.0,4.0,2.0
INV-STRC-FG-0036,1,SFG,INV-PLTE-SFG-1067,INV-STRC-FG-0036,3,INV-PLTE-SFG-1067,4.0,Welding 2,WC-003,10.0,264.0,5.0,3.0
INV-STRC-FG-0036,1,SFG,INV-PLTE-SFG-1067,INV-STRC-FG-0036,3,INV-PLTE-SFG-1067,5.0,Machining 1,WC-007,53.0,93.0,,4.0
INV-STRC-FG-0036,2,RM,INV-RM-RM-0012,INV-PLTE-SFG-1067,2,,,,,,,,
INV-STRC-FG-0036,2,RM,INV-RM-RM-0045,INV-PLTE-SFG-1067,3,,,,,,,,
INV-STRC-FG-0036,2,RM,INV-RM-RM-0090,INV-PLTE-SFG-1067,4,,,,,,,,
INV-STRC-FG-0036,2,RM,INV-RM-RM-0083,INV-PLTE-SFG-1067,2,,,,,,,,
INV-STRC-FG-0036,2,RM,INV-RM-RM-0075,INV-PLTE-SFG-1067,2,,,,,,,,
INV-STRC-FG-0036,1,SFG,INV-PLTE-SFG-1000,INV-STRC-FG-0036,3,INV-PLTE-SFG-1000,1.0,Assembly 1,WC-013,19.0,266.0,2.0,
INV-STRC-FG-0036,1,SFG,INV-PLTE-SFG-1000,INV-STRC-FG-0036,3,INV-PLTE-SFG-1000,2.0,Welding 1,WC-004,13.0,179.0,3.0,1.0
INV-STRC-FG-0036,1,SFG,INV-PLTE-SFG-1000,INV-STRC-FG-0036,3,INV-PLTE-SFG-1000,3.0,Assembly 2,WC-014,11.0,360.0,4.0,2.0
INV-STRC-FG-0036,1,SFG,INV-PLTE-SFG-1000,INV-STRC-FG-0036,3,INV-PLTE-SFG-1000,4.0,Welding 2,WC-005,21.0,341.0,5.0,3.0
INV-STRC-FG-0036,1,SFG,INV-PLTE-SFG-1000,INV-STRC-FG-0036,3,INV-PLTE-SFG-1000,5.0,Machining 1,WC-008,64.0,114.0,,4.0
INV-STRC-FG-0036,2,RM,INV-RM-RM-0049,INV-PLTE-SFG-1000,1,,,,,,,,
INV-STRC-FG-0036,2,RM,INV-RM-RM-0080,INV-PLTE-SFG-1000,4,,,,,,,,
INV-STRC-FG-0036,2,RM,INV-RM-RM-0054,INV-PLTE-SFG-1000,3,,,,,,,,
INV-STRC-FG-0036,2,RM,INV-RM-RM-0028,INV-PLTE-SFG-1000,3,,,,,,,,
INV-STRC-FG-0036,2,RM,INV-RM-RM-0002,INV-PLTE-SFG-1000,2,,,,,,,,
