Item ID,Parent ID,Component ID,Level,Quantity
INV-STRC-FG-0075,,INV-PLTE-SFG-1108,1,4
INV-PLTE-SFG-1108,INV-STRC-FG-0075,INV-RM-RM-0109,2,3
INV-PLTE-SFG-1108,INV-STRC-FG-0075,INV-RM-RM-0123,2,1
INV-PLTE-SFG-1108,INV-STRC-FG-0075,INV-RM-RM-0034,2,2
INV-PLTE-SFG-1108,INV-STRC-FG-0075,INV-RM-RM-0069,2,1
INV-PLTE-SFG-1108,INV-STRC-FG-0075,INV-RM-RM-0110,2,3
INV-STRC-FG-0075,,INV-BEAM-SFG-0763,1,1
INV-BEAM-SFG-0763,INV-STRC-FG-0075,INV-RM-RM-0070,2,1
INV-BEAM-SFG-0763,INV-STRC-FG-0075,INV-RM-RM-0057,2,1
INV-BEAM-SFG-0763,INV-STRC-FG-0075,INV-RM-RM-0100,2,2
INV-BEAM-SFG-0763,INV-STRC-FG-0075,INV-RM-RM-0022,2,4
INV-STRC-FG-0075,,INV-BEAM-SFG-0653,1,1
INV-BEAM-SFG-0653,INV-STRC-FG-0075,INV-RM-RM-0007,2,1
INV-BEAM-SFG-0653,INV-STRC-FG-0075,INV-RM-RM-0050,2,3
INV-BEAM-SFG-0653,INV-STRC-FG-0075,INV-RM-RM-0125,2,4
INV-STRC-FG-0075,,INV-RM-RM-0078,1,2
INV-STRC-FG-0075,,INV-RM-RM-0061,1,4
INV-STRC-FG-0075,,INV-RM-RM-0064,1,3
INV-STRC-FG-0076,,INV-STRC-FG-0076,0,1
INV-STRC-FG-0076,,INV-PLTE-SFG-0863,1,1
INV-PLTE-SFG-0863,INV-STRC-FG-0076,INV-RM-RM-0032,2,2
INV-PLTE-SFG-0863,INV-STRC-FG-0076,INV-RM-RM-0124,2,3
INV-PLTE-SFG-0863,INV-STRC-FG-0076,INV-RM-RM-0058,2,2
INV-PLTE-SFG-0863,INV-STRC-FG-0076,INV-RM-RM-0111,2,4
INV-PLTE-SFG-0863,INV-STRC-FG-0076,INV-RM-RM-0055,2,1
INV-STRC-FG-0076,,INV-BEAM-SFG-0530,1,2
INV-BEAM-SFG-0530,INV-STRC-FG-0076,INV-RM-RM-0056,2,4
INV-BEAM-SFG-0530,INV-STRC-FG-0076,INV-RM-RM-0024,2,3
INV-BEAM-SFG-0530,INV-STRC-FG-0076,INV-RM-RM-0101,2,3
INV-BEAM-SFG-0530,INV-STRC-FG-0076,INV-RM-RM-0080,2,2
INV-STRC-FG-0076,,INV-BEAM-SFG-0597,1,1
INV-BEAM-SFG-0597,INV-STRC-FG-0076,INV-RM-RM-0102,2,4
INV-BEAM-SFG-0597,INV-STRC-FG-0076,INV-RM-RM-0092,2,1
INV-BEAM-SFG-0597,INV-STRC-FG-0076,INV-RM-RM-0020,2,1
INV-STRC-FG-0076,,INV-MODL-SFG-1434,1,4
INV-MODL-SFG-1434,INV-STRC-FG-0076,INV-RM-RM-0089,2,3
INV-MODL-SFG-1434,INV-STRC-FG-0076,INV-RM-RM-0049,2,4
INV-MODL-SFG-1434,INV-STRC-FG-0076,INV-RM-RM-0052,2,4
INV-STRC-FG-0076,,INV-BEAM-SFG-0635,1,4
INV-BEAM-SFG-0635,INV-STRC-FG-0076,INV-RM-RM-0006,2,3
INV-BEAM-SFG-0635,INV-STRC-FG-0076,INV-RM-RM-0025,2,4
INV-BEAM-SFG-0635,INV-STRC-FG-0076,INV-RM-RM-0022,2,2
INV-BEAM-SFG-0635,INV-STRC-FG-0076,INV-RM-RM-0017,2,2
INV-BEAM-SFG-0635,INV-STRC-FG-0076,INV-RM-RM-0107,2,4
INV-BEAM-SFG-0635,INV-STRC-FG-0076,INV-RM-RM-0026,2,2
INV-STRC-FG-0076,,INV-RM-RM-0115,1,4
INV-STRC-FG-0076,,INV-RM-RM-0033,1,2
INV-STRC-FG-0077,,INV-STRC-FG-0077,0,1
INV-STRC-FG-0077,,INV-MODL-SFG-1200,1,3
INV-MODL-SFG-1200,INV-STRC-FG-0077,INV-RM-RM-0125,2,1
INV-MODL-SFG-1200,INV-STRC-FG-0077,INV-RM-RM-0038,2,1
INV-MODL-SFG-1200,INV-STRC-FG-0077,INV-RM-RM-0104,2,3
INV-MODL-SFG-1200,INV-STRC-FG-0077,INV-RM-RM-0121,2,3
INV-MODL-SFG-1200,INV-STRC-FG-0077,INV-RM-RM-0035,2,2
INV-MODL-SFG-1200,INV-STRC-FG-0077,INV-RM-RM-0058,2,1
INV-STRC-FG-0077,,INV-MODL-SFG-1306,1,1
INV-MODL-SFG-1306,INV-STRC-FG-0077,INV-RM-RM-0046,2,3
INV-MODL-SFG-1306,INV-STRC-FG-0077,INV-RM-RM-0115,2,3
INV-MODL-SFG-1306,INV-STRC-FG-0077,INV-RM-RM-0001,2,3
INV-MODL-SFG-1306,INV-STRC-FG-0077,INV-RM-RM-0003,2,3
INV-MODL-SFG-1306,INV-STRC-FG-0077,INV-RM-RM-0073,2,1
INV-MODL-SFG-1306,INV-STRC-FG-0077,INV-RM-RM-0077,2,3
INV-STRC-FG-0077,,INV-STRC-SFG-0167,1,4
INV-STRC-SFG-0167,INV-STRC-FG-0077,INV-RM-RM-0058,2,4
INV-STRC-SFG-0167,INV-STRC-FG-0077,INV-RM-RM-0021,2,2
INV-STRC-SFG-0167,INV-STRC-FG-0077,INV-RM-RM-0081,2,4
INV-STRC-FG-0077,,INV-MODL-SFG-1291,1,3
INV-MODL-SFG-1291,INV-STRC-FG-0077,INV-RM-RM-0099,2,2
INV-MODL-SFG-1291,INV-STRC-FG-0077,INV-RM-RM-0100,2,2
INV-MODL-SFG-1291,INV-STRC-FG-0077,INV-RM-RM-0061,2,2
INV-MODL-SFG-1291,INV-STRC-FG-0077,INV-RM-RM-0031,2,2
INV-MODL-SFG-1291,INV-STRC-FG-0077,INV-RM-RM-0060,2,2
INV-MODL-SFG-1291,INV-STRC-FG-0077,INV-RM-RM-0035,2,4
INV-STRC-FG-0077,,INV-STRC-SFG-0298,1,4
INV-STRC-SFG-0298,INV-STRC-FG-0077,INV-RM-RM-0089,2,3
INV-STRC-SFG-0298,INV-STRC-FG-0077,INV-RM-RM-0064,2,2
INV-STRC-SFG-0298,INV-STRC-FG-0077,INV-RM-RM-0092,2,1
INV-STRC-SFG-0298,INV-STRC-FG-0077,INV-RM-RM-0011,2,3
INV-STRC-FG-0077,,INV-RM-RM-0008,1,3
INV-STRC-FG-0077,,INV-RM-RM-0037,1,3
INV-STRC-FG-0077,,INV-RM-RM-0052,1,4
INV-STRC-FG-0078,,INV-STRC-FG-0078,0,1
INV-STRC-FG-0078,,INV-STRC-SFG-0008,1,2
INV-STRC-SFG-0008,INV-STRC-FG-0078,INV-RM-RM-0103,2,3
INV-STRC-SFG-0008,INV-STRC-FG-0078,INV-RM-RM-0093,2,2
INV-STRC-SFG-0008,INV-STRC-FG-0078,INV-RM-RM-0076,2,2
INV-STRC-SFG-0008,INV-STRC-FG-0078,INV-RM-RM-0043,2,4
INV-STRC-SFG-0008,INV-STRC-FG-0078,INV-RM-RM-0061,2,2
INV-STRC-SFG-0008,INV-STRC-FG-0078,INV-RM-RM-0010,2,4
INV-STRC-FG-0078,,INV-PLTE-SFG-0853,1,3
INV-PLTE-SFG-0853,INV-STRC-FG-0078,INV-RM-RM-0010,2,3
INV-PLTE-SFG-0853,INV-STRC-FG-0078,INV-RM-RM-0078,2,4
INV-PLTE-SFG-0853,INV-STRC-FG-0078,INV-RM-RM-0062,2,1
INV-STRC-FG-0078,,INV-BEAM-SFG-0423,1,1
INV-BEAM-SFG-0423,INV-STRC-FG-0078,INV-RM-RM-0005,2,1
INV-BEAM-SFG-0423,INV-STRC-FG-0078,INV-RM-RM-0017,2,3
INV-BEAM-SFG-0423,INV-STRC-FG-0078,INV-RM-RM-0055,2,2
INV-STRC-FG-0078,,INV-BEAM-SFG-0528,1,2
INV-BEAM-SFG-0528,INV-STRC-FG-0078,INV-RM-RM-0071,2,2
INV-BEAM-SFG-0528,INV-STRC-FG-0078,INV-RM-RM-0001,2,3
INV-BEAM-SFG-0528,INV-STRC-FG-0078,INV-RM-RM-0109,2,2
INV-BEAM-SFG-0528,INV-STRC-FG-0078,INV-RM-RM-0077,2,1
INV-STRC-FG-0078,,INV-PLTE-SFG-1109,1,1
INV-PLTE-SFG-1109,INV-STRC-FG-0078,INV-RM-RM-0099,2,3
INV-PLTE-SFG-1109,INV-STRC-FG-0078,INV-RM-RM-0105,2,4
INV-PLTE-SFG-1109,INV-STRC-FG-0078,INV-RM-RM-0125,2,3
INV-PLTE-SFG-1109,INV-STRC-FG-0078,INV-RM-RM-0077,2,1
INV-STRC-FG-0078,,INV-RM-RM-0010,1,1
INV-STRC-FG-0078,,INV-RM-RM-0124,1,2
INV-STRC-FG-0078,,INV-RM-RM-0042,1,3
INV-STRC-FG-0079,,INV-STRC-FG-0079,0,1
INV-STRC-FG-0079,,INV-PLTE-SFG-0956,1,4
INV-PLTE-SFG-0956,INV-STRC-FG-0079,INV-RM-RM-0073,2,4
INV-PLTE-SFG-0956,INV-STRC-FG-0079,INV-RM-RM-0068,2,4
INV-PLTE-SFG-0956,INV-STRC-FG-0079,INV-RM-RM-0116,2,4
INV-PLTE-SFG-0956,INV-STRC-FG-0079,INV-RM-RM-0093,2,1
INV-PLTE-SFG-0956,INV-STRC-FG-0079,INV-RM-RM-0079,2,3
INV-STRC-FG-0079,,INV-BEAM-SFG-0436,1,3
INV-BEAM-SFG-0436,INV-STRC-FG-0079,INV-RM-RM-0027,2,3
INV-BEAM-SFG-0436,INV-STRC-FG-0079,INV-RM-RM-0090,2,4
INV-BEAM-SFG-0436,INV-STRC-FG-0079,INV-RM-RM-0019,2,1
INV-STRC-FG-0079,,INV-STRC-SFG-0037,1,4
INV-STRC-SFG-0037,INV-STRC-FG-0079,INV-RM-RM-0103,2,3
INV-STRC-SFG-0037,INV-STRC-FG-0079,INV-RM-RM-0102,2,3
INV-STRC-SFG-0037,INV-STRC-FG-0079,INV-RM-RM-0126,2,1
INV-STRC-FG-0079,,INV-STRC-SFG-0044,1,4
INV-STRC-SFG-0044,INV-STRC-FG-0079,INV-RM-RM-0068,2,4
INV-STRC-SFG-0044,INV-STRC-FG-0079,INV-RM-RM-0057,2,3
INV-STRC-SFG-0044,INV-STRC-FG-0079,INV-RM-RM-0023,2,2
INV-STRC-SFG-0044,INV-STRC-FG-0079,INV-RM-RM-0081,2,2
INV-STRC-SFG-0044,INV-STRC-FG-0079,INV-RM-RM-0012,2,4
INV-STRC-FG-0079,,INV-RM-RM-0063,1,2
INV-STRC-FG-0079,,INV-RM-RM-0115,1,2
INV-STRC-FG-0080,,INV-STRC-FG-0080,0,1
INV-STRC-FG-0080,,INV-BEAM-SFG-0796,1,3
INV-BEAM-SFG-0796,INV-STRC-FG-0080,INV-RM-RM-0070,2,4
INV-BEAM-SFG-0796,INV-STRC-FG-0080,INV-RM-RM-0088,2,2
INV-BEAM-SFG-0796,INV-STRC-FG-0080,INV-RM-RM-0038,2,3
INV-BEAM-SFG-0796,INV-STRC-FG-0080,INV-RM-RM-0027,2,1
INV-STRC-FG-0080,,INV-PLTE-SFG-1162,1,4
INV-PLTE-SFG-1162,INV-STRC-FG-0080,INV-RM-RM-0110,2,1
INV-PLTE-SFG-1162,INV-STRC-FG-0080,INV-RM-RM-0048,2,4
INV-PLTE-SFG-1162,INV-STRC-FG-0080,INV-RM-RM-0028,2,3
INV-PLTE-SFG-1162,INV-STRC-FG-0080,INV-RM-RM-0025,2,3
INV-PLTE-SFG-1162,INV-STRC-FG-0080,INV-RM-RM-0112,2,1
INV-PLTE-SFG-1162,INV-STRC-FG-0080,INV-RM-RM-0037,2,2
INV-STRC-FG-0080,,INV-BEAM-SFG-0675,1,1
INV-BEAM-SFG-0675,INV-STRC-FG-0080,INV-RM-RM-0118,2,3
INV-BEAM-SFG-0675,INV-STRC-FG-0080,INV-RM-RM-0001,2,4
INV-BEAM-SFG-0675,INV-STRC-FG-0080,INV-RM-RM-0036,2,3
INV-BEAM-SFG-0675,INV-STRC-FG-0080,INV-RM-RM-0081,2,3
INV-BEAM-SFG-0675,INV-STRC-FG-0080,INV-RM-RM-0076,2,1
INV-STRC-FG-0080,,INV-PLTE-SFG-1000,1,1
INV-PLTE-SFG-1000,INV-STRC-FG-0080,INV-RM-RM-0049,2,1
INV-PLTE-SFG-1000,INV-STRC-FG-0080,INV-RM-RM-0080,2,4
INV-PLTE-SFG-1000,INV-STRC-FG-0080,INV-RM-RM-0054,2,3
INV-PLTE-SFG-1000,INV-STRC-FG-0080,INV-RM-RM-0028,2,3
INV-PLTE-SFG-1000,INV-STRC-FG-0080,INV-RM-RM-0002,2,2
INV-STRC-FG-0080,,INV-BEAM-SFG-0499,1,1
INV-BEAM-SFG-0499,INV-STRC-FG-0080,INV-RM-RM-0121,2,3
INV-BEAM-SFG-0499,INV-STRC-FG-0080,INV-RM-RM-0112,2,3
INV-BEAM-SFG-0499,INV-STRC-FG-0080,INV-RM-RM-0097,2,1
INV-STRC-FG-0080,,INV-BEAM-SFG-0512,1,2
INV-BEAM-SFG-0512,INV-STRC-FG-0080,INV-RM-RM-0076,2,3
INV-BEAM-SFG-0512,INV-STRC-FG-0080,INV-RM-RM-0059,2,4
INV-BEAM-SFG-0512,INV-STRC-FG-0080,INV-RM-RM-0045,2,2
INV-BEAM-SFG-0512,INV-STRC-FG-0080,INV-RM-RM-0110,2,2
INV-BEAM-SFG-0512,INV-STRC-FG-0080,INV-RM-RM-0014,2,2
INV-BEAM-SFG-0512,INV-STRC-FG-0080,INV-RM-RM-0084,2,2
INV-STRC-FG-0080,,INV-RM-RM-0055,1,2
INV-STRC-FG-0080,,INV-RM-RM-0059,1,1
INV-STRC-FG-0080,,INV-RM-RM-0016,1,2
INV-STRC-FG-0081,,INV-STRC-FG-0081,0,1
INV-STRC-FG-0081,,INV-BEAM-SFG-0657,1,2
INV-BEAM-SFG-0657,INV-STRC-FG-0081,INV-RM-RM-0106,2,1
INV-BEAM-SFG-0657,INV-STRC-FG-0081,INV-RM-RM-0051,2,1
INV-BEAM-SFG-0657,INV-STRC-FG-0081,INV-RM-RM-0015,2,4
INV-BEAM-SFG-0657,INV-STRC-FG-0081,INV-RM-RM-0066,2,3
INV-BEAM-SFG-0657,INV-STRC-FG-0081,INV-RM-RM-0086,2,4
INV-BEAM-SFG-0657,INV-STRC-FG-0081,INV-RM-RM-0054,2,2
INV-STRC-FG-0081,,INV-BEAM-SFG-0746,1,4
INV-BEAM-SFG-0746,INV-STRC-FG-0081,INV-RM-RM-0107,2,1
INV-BEAM-SFG-0746,INV-STRC-FG-0081,INV-RM-RM-0030,2,4
INV-BEAM-SFG-0746,INV-STRC-FG-0081,INV-RM-RM-0065,2,2
INV-BEAM-SFG-0746,INV-STRC-FG-0081,INV-RM-RM-0034,2,3
INV-STRC-FG-0081,,INV-BEAM-SFG-0449,1,3
INV-BEAM-SFG-0449,INV-STRC-FG-0081,INV-RM-RM-0003,2,4
INV-BEAM-SFG-0449,INV-STRC-FG-0081,INV-RM-RM-0010,2,3
INV-BEAM-SFG-0449,INV-STRC-FG-0081,INV-RM-RM-0018,2,1
INV-BEAM-SFG-0449,INV-STRC-FG-0081,INV-RM-RM-0007,2,3
INV-BEAM-SFG-0449,INV-STRC-FG-0081,INV-RM-RM-0035,2,2
INV-STRC-FG-0081,,INV-RM-RM-0062,1,1
INV-STRC-FG-0081,,INV-RM-RM-0078,1,1
INV-STRC-FG-0081,,INV-RM-RM-0116,1,4
INV-STRC-FG-0082,,INV-STRC-FG-0082,0,1
INV-STRC-FG-0082,,INV-STRC-SFG-0393,1,2
INV-STRC-SFG-0393,INV-STRC-FG-0082,INV-RM-RM-0082,2,2
INV-STRC-SFG-0393,INV-STRC-FG-0082,INV-RM-RM-0035,2,3
INV-STRC-SFG-0393,INV-STRC-FG-0082,INV-RM-RM-0024,2,4
INV-STRC-FG-0082,,INV-BEAM-SFG-0675,1,3
INV-BEAM-SFG-0675,INV-STRC-FG-0082,INV-RM-RM-0118,2,3
INV-BEAM-SFG-0675,INV-STRC-FG-0082,INV-RM-RM-0001,2,4
INV-BEAM-SFG-0675,INV-STRC-FG-0082,INV-RM-RM-0036,2,3
INV-BEAM-SFG-0675,INV-STRC-FG-0082,INV-RM-RM-0081,2,3
INV-BEAM-SFG-0675,INV-STRC-FG-0082,INV-RM-RM-0076,2,1
INV-STRC-FG-0082,,INV-PLTE-SFG-1154,1,3
INV-PLTE-SFG-1154,INV-STRC-FG-0082,INV-RM-RM-0047,2,3
INV-PLTE-SFG-1154,INV-STRC-FG-0082,INV-RM-RM-0076,2,2
INV-PLTE-SFG-1154,INV-STRC-FG-0082,INV-RM-RM-0068,2,2
INV-PLTE-SFG-1154,INV-STRC-FG-0082,INV-RM-RM-0114,2,1
INV-PLTE-SFG-1154,INV-STRC-FG-0082,INV-RM-RM-0033,2,3
INV-PLTE-SFG-1154,INV-STRC-FG-0082,INV-RM-RM-0091,2,1
INV-STRC-FG-0082,,INV-MODL-SFG-1518,1,2
INV-MODL-SFG-1518,INV-STRC-FG-0082,INV-RM-RM-0083,2,1
INV-MODL-SFG-1518,INV-STRC-FG-0082,INV-RM-RM-0079,2,2
INV-MODL-SFG-1518,INV-STRC-FG-0082,INV-RM-RM-0096,2,3
INV-STRC-FG-0082,,INV-STRC-SFG-0109,1,1
INV-STRC-SFG-0109,INV-STRC-FG-0082,INV-RM-RM-0098,2,4
INV-STRC-SFG-0109,INV-STRC-FG-0082,INV-RM-RM-0107,2,1
INV-STRC-SFG-0109,INV-STRC-FG-0082,INV-RM-RM-0099,2,4
INV-STRC-SFG-0109,INV-STRC-FG-0082,INV-RM-RM-0018,2,2
INV-STRC-FG-0082,,INV-RM-RM-0045,1,2
INV-STRC-FG-0082,,INV-RM-RM-0039,1,1
INV-STRC-FG-0082,,INV-RM-RM-0030,1,2
INV-STRC-FG-0083,,INV-STRC-FG-0083,0,1
INV-STRC-FG-0083,,INV-PLTE-SFG-1137,1,3
INV-PLTE-SFG-1137,INV-STRC-FG-0083,INV-RM-RM-0123,2,2
INV-PLTE-SFG-1137,INV-STRC-FG-0083,INV-RM-RM-0038,2,3
INV-PLTE-SFG-1137,INV-STRC-FG-0083,INV-RM-RM-0086,2,2
INV-STRC-FG-0083,,INV-MODL-SFG-1506,1,3
INV-MODL-SFG-1506,INV-STRC-FG-0083,INV-RM-RM-0035,2,2
INV-MODL-SFG-1506,INV-STRC-FG-0083,INV-RM-RM-0097,2,1
INV-MODL-SFG-1506,INV-STRC-FG-0083,INV-RM-RM-0067,2,4
INV-STRC-FG-0083,,INV-PLTE-SFG-1108,1,3
INV-PLTE-SFG-1108,INV-STRC-FG-0083,INV-RM-RM-0109,2,3
INV-PLTE-SFG-1108,INV-STRC-FG-0083,INV-RM-RM-0123,2,1
INV-PLTE-SFG-1108,INV-STRC-FG-0083,INV-RM-RM-0034,2,2
INV-PLTE-SFG-1108,INV-STRC-FG-0083,INV-RM-RM-0069,2,1
INV-PLTE-SFG-1108,INV-STRC-FG-0083,INV-RM-RM-0110,2,3
INV-STRC-FG-0083,,INV-RM-RM-0076,1,2
INV-STRC-FG-0083,,INV-RM-RM-0019,1,1
INV-STRC-FG-0084,,INV-STRC-FG-0084,0,1
INV-STRC-FG-0084,,INV-MODL-SFG-1302,1,4
INV-MODL-SFG-1302,INV-STRC-FG-0084,INV-RM-RM-0078,2,3
INV-MODL-SFG-1302,INV-STRC-FG-0084,INV-RM-RM-0028,2,1
INV-MODL-SFG-1302,INV-STRC-FG-0084,INV-RM-RM-0059,2,4
INV-STRC-FG-0084,,INV-BEAM-SFG-0718,1,2
INV-BEAM-SFG-0718,INV-STRC-FG-0084,INV-RM-RM-0079,2,1
INV-BEAM-SFG-0718,INV-STRC-FG-0084,INV-RM-RM-0058,2,4
INV-BEAM-SFG-0718,INV-STRC-FG-0084,INV-RM-RM-0077,2,2
INV-BEAM-SFG-0718,INV-STRC-FG-0084,INV-RM-RM-0095,2,1
INV-BEAM-SFG-0718,INV-STRC-FG-0084,INV-RM-RM-0032,2,4
INV-BEAM-SFG-0718,INV-STRC-FG-0084,INV-RM-RM-0066,2,4
INV-STRC-FG-0084,,INV-STRC-SFG-0096,1,1
INV-STRC-SFG-0096,INV-STRC-FG-0084,INV-RM-RM-0015,2,1
INV-STRC-SFG-0096,INV-STRC-FG-0084,INV-RM-RM-0119,2,3
INV-STRC-SFG-0096,INV-STRC-FG-0084,INV-RM-RM-0044,2,3
INV-STRC-SFG-0096,INV-STRC-FG-0084,INV-RM-RM-0045,2,2
INV-STRC-SFG-0096,INV-STRC-FG-0084,INV-RM-RM-0116,2,2
INV-STRC-FG-0084,,INV-RM-RM-0060,1,3
INV-STRC-FG-0084,,INV-RM-RM-0102,1,1
INV-STRC-FG-0084,,INV-RM-RM-0115,1,3
INV-STRC-FG-0084,,INV-RM-RM-0058,1,4
INV-STRC-FG-0085,,INV-STRC-FG-0085,0,1
INV-STRC-FG-0085,,INV-PLTE-SFG-1015,1,2
INV-PLTE-SFG-1015,INV-STRC-FG-0085,INV-RM-RM-0030,2,2
INV-PLTE-SFG-1015,INV-STRC-FG-0085,INV-RM-RM-0068,2,4
INV-PLTE-SFG-1015,INV-STRC-FG-0085,INV-RM-RM-0057,2,4
INV-STRC-FG-0085,,INV-PLTE-SFG-1047,1,1
INV-PLTE-SFG-1047,INV-STRC-FG-0085,INV-RM-RM-0026,2,4
INV-PLTE-SFG-1047,INV-STRC-FG-0085,INV-RM-RM-0032,2,2
INV-PLTE-SFG-1047,INV-STRC-FG-0085,INV-RM-RM-0117,2,1
INV-PLTE-SFG-1047,INV-STRC-FG-0085,INV-RM-RM-0012,2,4
INV-STRC-FG-0085,,INV-BEAM-SFG-0503,1,4
INV-BEAM-SFG-0503,INV-STRC-FG-0085,INV-RM-RM-0122,2,2
INV-BEAM-SFG-0503,INV-STRC-FG-0085,INV-RM-RM-0098,2,2
INV-BEAM-SFG-0503,INV-STRC-FG-0085,INV-RM-RM-0121,2,2
INV-BEAM-SFG-0503,INV-STRC-FG-0085,INV-RM-RM-0002,2,2
INV-BEAM-SFG-0503,INV-STRC-FG-0085,INV-RM-RM-0026,2,2
INV-BEAM-SFG-0503,INV-STRC-FG-0085,INV-RM-RM-0081,2,1
INV-STRC-FG-0085,,INV-BEAM-SFG-0549,1,1
INV-BEAM-SFG-0549,INV-STRC-FG-0085,INV-RM-RM-0046,2,3
INV-BEAM-SFG-0549,INV-STRC-FG-0085,INV-RM-RM-0047,2,3
INV-BEAM-SFG-0549,INV-STRC-FG-0085,INV-RM-RM-0003,2,3
INV-BEAM-SFG-0549,INV-STRC-FG-0085,INV-RM-RM-0057,2,1
INV-STRC-FG-0085,,INV-BEAM-SFG-0516,1,1
INV-BEAM-SFG-0516,INV-STRC-FG-0085,INV-RM-RM-0077,2,2
INV-BEAM-SFG-0516,INV-STRC-FG-0085,INV-RM-RM-0033,2,4
INV-BEAM-SFG-0516,INV-STRC-FG-0085,INV-RM-RM-0116,2,4
INV-BEAM-SFG-0516,INV-STRC-FG-0085,INV-RM-RM-0055,2,4
INV-BEAM-SFG-0516,INV-STRC-FG-0085,INV-RM-RM-0122,2,3
INV-STRC-FG-0085,,INV-PLTE-SFG-1072,1,1
INV-PLTE-SFG-1072,INV-STRC-FG-0085,INV-RM-RM-0016,2,1
INV-PLTE-SFG-1072,INV-STRC-FG-0085,INV-RM-RM-0093,2,1
INV-PLTE-SFG-1072,INV-STRC-FG-0085,INV-RM-RM-0122,2,2
INV-PLTE-SFG-1072,INV-STRC-FG-0085,INV-RM-RM-0104,2,4
INV-PLTE-SFG-1072,INV-STRC-FG-0085,INV-RM-RM-0020,2,2
INV-PLTE-SFG-1072,INV-STRC-FG-0085,INV-RM-RM-0034,2,3
INV-STRC-FG-0085,,INV-RM-RM-0055,1,4
INV-STRC-FG-0085,,INV-RM-RM-0118,1,2
INV-STRC-FG-0086,,INV-STRC-FG-0086,0,1
INV-STRC-FG-0086,,INV-PLTE-SFG-1126,1,2
INV-PLTE-SFG-1126,INV-STRC-FG-0086,INV-RM-RM-0104,2,2
INV-PLTE-SFG-1126,INV-STRC-FG-0086,INV-RM-RM-0124,2,2
INV-PLTE-SFG-1126,INV-STRC-FG-0086,INV-RM-RM-0126,2,4
INV-PLTE-SFG-1126,INV-STRC-FG-0086,INV-RM-RM-0032,2,2
INV-PLTE-SFG-1126,INV-STRC-FG-0086,INV-RM-RM-0109,2,2
INV-PLTE-SFG-1126,INV-STRC-FG-0086,INV-RM-RM-0105,2,1
INV-STRC-FG-0086,,INV-BEAM-SFG-0476,1,4
INV-BEAM-SFG-0476,INV-STRC-FG-0086,INV-RM-RM-0067,2,1
INV-BEAM-SFG-0476,INV-STRC-FG-0086,INV-RM-RM-0102,2,2
INV-BEAM-SFG-0476,INV-STRC-FG-0086,INV-RM-RM-0070,2,3
INV-STRC-FG-0086,,INV-MODL-SFG-1486,1,3
INV-MODL-SFG-1486,INV-STRC-FG-0086,INV-RM-RM-0048,2,2
INV-MODL-SFG-1486,INV-STRC-FG-0086,INV-RM-RM-0025,2,3
INV-MODL-SFG-1486,INV-STRC-FG-0086,INV-RM-RM-0043,2,2
INV-STRC-FG-0086,,INV-RM-RM-0063,1,3
INV-STRC-FG-0086,,INV-RM-RM-0076,1,4
INV-STRC-FG-0086,,INV-RM-RM-0072,1,4
INV-STRC-FG-0086,,INV-RM-RM-0101,1,4
INV-STRC-FG-0087,,INV-STRC-FG-0087,0,1
INV-STRC-FG-0087,,INV-BEAM-SFG-0531,1,4
INV-BEAM-SFG-0531,INV-STRC-FG-0087,INV-RM-RM-0075,2,1
INV-BEAM-SFG-0531,INV-STRC-FG-0087,INV-RM-RM-0056,2,3
INV-BEAM-SFG-0531,INV-STRC-FG-0087,INV-RM-RM-0071,2,1
INV-STRC-FG-0087,,INV-MODL-SFG-1251,1,2
INV-MODL-SFG-1251,INV-STRC-FG-0087,INV-RM-RM-0112,2,2
INV-MODL-SFG-1251,INV-STRC-FG-0087,INV-RM-RM-0121,2,1
INV-MODL-SFG-1251,INV-STRC-FG-0087,INV-RM-RM-0076,2,4
INV-MODL-SFG-1251,INV-STRC-FG-0087,INV-RM-RM-0081,2,4
INV-MODL-SFG-1251,INV-STRC-FG-0087,INV-RM-RM-0028,2,3
INV-MODL-SFG-1251,INV-STRC-FG-0087,INV-RM-RM-0086,2,1
INV-STRC-FG-0087,,INV-MODL-SFG-1437,1,1
INV-MODL-SFG-1437,INV-STRC-FG-0087,INV-RM-RM-0113,2,2
INV-MODL-SFG-1437,INV-STRC-FG-0087,INV-RM-RM-0105,2,2
INV-MODL-SFG-1437,INV-STRC-FG-0087,INV-RM-RM-0039,2,2
INV-MODL-SFG-1437,INV-STRC-FG-0087,INV-RM-RM-0023,2,4
INV-STRC-FG-0087,,INV-MODL-SFG-1327,1,4
INV-MODL-SFG-1327,INV-STRC-FG-0087,INV-RM-RM-0105,2,4
INV-MODL-SFG-1327,INV-STRC-FG-0087,INV-RM-RM-0082,2,1
INV-MODL-SFG-1327,INV-STRC-FG-0087,INV-RM-RM-0126,2,4
INV-STRC-FG-0087,,INV-MODL-SFG-1221,1,3
INV-MODL-SFG-1221,INV-STRC-FG-0087,INV-RM-RM-0046,2,3
INV-MODL-SFG-1221,INV-STRC-FG-0087,INV-RM-RM-0089,2,2
INV-MODL-SFG-1221,INV-STRC-FG-0087,INV-RM-RM-0088,2,1
INV-MODL-SFG-1221,INV-STRC-FG-0087,INV-RM-RM-0041,2,3
INV-STRC-FG-0087,,INV-BEAM-SFG-0670,1,4
INV-BEAM-SFG-0670,INV-STRC-FG-0087,INV-RM-RM-0057,2,4
