BOM ID,Component ID,Quantity per Unit,Unit of Measure
INV-PLTE-FG-0214,INV-RM-RM-0062,4,PCS
INV-PLTE-FG-0215,INV-BEAM-SFG-0672,1,PCS
INV-PLTE-FG-0215,INV-BEAM-SFG-0733,1,PCS
INV-PLTE-FG-0215,INV-PLTE-SFG-0907,3,PCS
INV-PLTE-FG-0215,INV-PLTE-SFG-0841,3,PCS
INV-PLTE-FG-0215,INV-PLTE-SFG-0879,2,PCS
INV-PLTE-FG-0215,INV-RM-RM-0071,4,PCS
INV-PLTE-FG-0215,INV-RM-RM-0077,1,PCS
INV-PLTE-FG-0215,INV-RM-RM-0009,4,PCS
INV-PLTE-FG-0216,INV-PLTE-SFG-0821,2,PCS
INV-PLTE-FG-0216,INV-MODL-SFG-1389,4,PCS
INV-PLTE-FG-0216,INV-MODL-SFG-1185,3,PCS
INV-PLTE-FG-0216,INV-STRC-SFG-0106,4,PCS
INV-PLTE-FG-0216,INV-PLTE-SFG-1036,3,PCS
INV-PLTE-FG-0216,INV-STRC-SFG-0371,2,PCS
INV-PLTE-FG-0216,INV-RM-RM-0024,1,PCS
INV-PLTE-FG-0216,INV-RM-RM-0068,4,PCS
INV-PLTE-FG-0216,INV-RM-RM-0119,4,PCS
INV-PLTE-FG-0217,INV-MODL-SFG-1516,3,PCS
INV-PLTE-FG-0217,INV-MODL-SFG-1197,1,PCS
INV-PLTE-FG-0217,INV-STRC-SFG-0186,4,PCS
INV-PLTE-FG-0217,INV-STRC-SFG-0344,3,PCS
INV-PLTE-FG-0217,INV-RM-RM-0021,1,PCS
INV-PLTE-FG-0217,INV-RM-RM-0001,4,PCS
INV-PLTE-FG-0217,INV-RM-RM-0105,4,PCS
INV-PLTE-FG-0218,INV-PLTE-SFG-1073,3,PCS
INV-PLTE-FG-0218,INV-MODL-SFG-1425,1,PCS
INV-PLTE-FG-0218,INV-STRC-SFG-0168,1,PCS
INV-PLTE-FG-0218,INV-STRC-SFG-0196,1,PCS
INV-PLTE-FG-0218,INV-RM-RM-0047,1,PCS
INV-PLTE-FG-0218,INV-RM-RM-0099,3,PCS
INV-PLTE-FG-0218,INV-RM-RM-0061,1,PCS
INV-PLTE-FG-0218,INV-RM-RM-0085,3,PCS
INV-PLTE-FG-0219,INV-PLTE-SFG-1141,2,PCS
INV-PLTE-FG-0219,INV-PLTE-SFG-1027,4,PCS
INV-PLTE-FG-0219,INV-MODL-SFG-1375,2,PCS
INV-PLTE-FG-0219,INV-BEAM-SFG-0508,2,PCS
INV-PLTE-FG-0219,INV-STRC-SFG-0064,3,PCS
INV-PLTE-FG-0219,INV-RM-RM-0037,3,PCS
INV-PLTE-FG-0219,INV-RM-RM-0090,2,PCS
INV-PLTE-FG-0219,INV-RM-RM-0017,3,PCS
INV-PLTE-FG-0220,INV-MODL-SFG-1264,2,PCS
INV-PLTE-FG-0220,INV-STRC-SFG-0306,3,PCS
INV-PLTE-FG-0220,INV-PLTE-SFG-1036,2,PCS
INV-PLTE-FG-0220,INV-STRC-SFG-0047,2,PCS
INV-PLTE-FG-0220,INV-RM-RM-0006,2,PCS
INV-PLTE-FG-0220,INV-RM-RM-0064,3,PCS
INV-PLTE-FG-0220,INV-RM-RM-0033,2,PCS
INV-PLTE-FG-0221,INV-MODL-SFG-1393,1,PCS
INV-PLTE-FG-0221,INV-BEAM-SFG-0416,2,PCS
INV-PLTE-FG-0221,INV-STRC-SFG-0050,4,PCS
INV-PLTE-FG-0221,INV-BEAM-SFG-0654,1,PCS
INV-PLTE-FG-0221,INV-BEAM-SFG-0789,4,PCS
INV-PLTE-FG-0221,INV-STRC-SFG-0293,4,PCS
INV-PLTE-FG-0221,INV-RM-RM-0024,2,PCS
INV-PLTE-FG-0221,INV-RM-RM-0109,1,PCS
INV-PLTE-FG-0221,INV-RM-RM-0118,2,PCS
INV-PLTE-FG-0222,INV-BEAM-SFG-0784,4,PCS
INV-PLTE-FG-0222,INV-BEAM-SFG-0757,1,PCS
INV-PLTE-FG-0222,INV-MODL-SFG-1229,4,PCS
INV-PLTE-FG-0222,INV-RM-RM-0122,4,PCS
INV-PLTE-FG-0222,INV-RM-RM-0025,3,PCS
INV-PLTE-FG-0222,INV-RM-RM-0023,4,PCS
INV-PLTE-FG-0223,INV-MODL-SFG-1378,3,PCS
INV-PLTE-FG-0223,INV-BEAM-SFG-0405,1,PCS
INV-PLTE-FG-0223,INV-STRC-SFG-0181,3,PCS
INV-PLTE-FG-0223,INV-STRC-SFG-0179,2,PCS
INV-PLTE-FG-0223,INV-RM-RM-0034,2,PCS
INV-PLTE-FG-0223,INV-RM-RM-0053,2,PCS
INV-PLTE-FG-0223,INV-RM-RM-0123,4,PCS
INV-PLTE-FG-0223,INV-RM-RM-0027,4,PCS
INV-PLTE-FG-0224,INV-BEAM-SFG-0564,1,PCS
INV-PLTE-FG-0224,INV-BEAM-SFG-0445,2,PCS
INV-PLTE-FG-0224,INV-STRC-SFG-0324,1,PCS
INV-PLTE-FG-0224,INV-MODL-SFG-1416,2,PCS
INV-PLTE-FG-0224,INV-BEAM-SFG-0737,1,PCS
INV-PLTE-FG-0224,INV-RM-RM-0009,3,PCS
INV-PLTE-FG-0224,INV-RM-RM-0072,4,PCS
INV-PLTE-FG-0224,INV-RM-RM-0071,2,PCS
INV-PLTE-FG-0225,INV-STRC-SFG-0086,3,PCS
INV-PLTE-FG-0225,INV-BEAM-SFG-0462,1,PCS
INV-PLTE-FG-0225,INV-MODL-SFG-1397,3,PCS
INV-PLTE-FG-0225,INV-PLTE-SFG-1072,3,PCS
INV-PLTE-FG-0225,INV-STRC-SFG-0108,3,PCS
INV-PLTE-FG-0225,INV-STRC-SFG-0304,3,PCS
INV-PLTE-FG-0225,INV-RM-RM-0056,1,PCS
INV-PLTE-FG-0225,INV-RM-RM-0124,2,PCS
INV-PLTE-FG-0225,INV-RM-RM-0111,3,PCS
INV-PLTE-FG-0226,INV-BEAM-SFG-0548,3,PCS
INV-PLTE-FG-0226,INV-STRC-SFG-0051,1,PCS
INV-PLTE-FG-0226,INV-PLTE-SFG-1032,1,PCS
INV-PLTE-FG-0226,INV-MODL-SFG-1327,1,PCS
INV-PLTE-FG-0226,INV-PLTE-SFG-1067,4,PCS
INV-PLTE-FG-0226,INV-RM-RM-0123,2,PCS
INV-PLTE-FG-0226,INV-RM-RM-0104,1,PCS
INV-PLTE-FG-0227,INV-PLTE-SFG-0922,3,PCS
INV-PLTE-FG-0227,INV-STRC-SFG-0036,1,PCS
INV-PLTE-FG-0227,INV-BEAM-SFG-0417,2,PCS
INV-PLTE-FG-0227,INV-PLTE-SFG-0824,2,PCS
INV-PLTE-FG-0227,INV-RM-RM-0089,2,PCS
INV-PLTE-FG-0227,INV-RM-RM-0108,4,PCS
INV-PLTE-FG-0228,INV-BEAM-SFG-0748,4,PCS
INV-PLTE-FG-0228,INV-PLTE-SFG-0837,1,PCS
INV-PLTE-FG-0228,INV-PLTE-SFG-1094,2,PCS
INV-PLTE-FG-0228,INV-STRC-SFG-0042,3,PCS
INV-PLTE-FG-0228,INV-MODL-SFG-1408,2,PCS
INV-PLTE-FG-0228,INV-RM-RM-0045,2,PCS
INV-PLTE-FG-0228,INV-RM-RM-0077,2,PCS
INV-PLTE-FG-0228,INV-RM-RM-0111,1,PCS
INV-PLTE-FG-0229,INV-STRC-SFG-0083,3,PCS
INV-PLTE-FG-0229,INV-PLTE-SFG-1067,4,PCS
INV-PLTE-FG-0229,INV-BEAM-SFG-0757,4,PCS
INV-PLTE-FG-0229,INV-MODL-SFG-1188,3,PCS
INV-PLTE-FG-0229,INV-BEAM-SFG-0671,1,PCS
INV-PLTE-FG-0229,INV-RM-RM-0106,4,PCS
INV-PLTE-FG-0229,INV-RM-RM-0102,4,PCS
INV-PLTE-FG-0229,INV-RM-RM-0044,1,PCS
INV-PLTE-FG-0229,INV-RM-RM-0040,4,PCS
INV-PLTE-FG-0230,INV-PLTE-SFG-0943,2,PCS
INV-PLTE-FG-0230,INV-BEAM-SFG-0575,3,PCS
INV-PLTE-FG-0230,INV-MODL-SFG-1273,2,PCS
INV-PLTE-FG-0230,INV-PLTE-SFG-1088,2,PCS
INV-PLTE-FG-0230,INV-STRC-SFG-0249,3,PCS
INV-PLTE-FG-0230,INV-RM-RM-0068,3,PCS
INV-PLTE-FG-0230,INV-RM-RM-0105,1,PCS
INV-PLTE-FG-0231,INV-BEAM-SFG-0653,2,PCS
INV-PLTE-FG-0231,INV-BEAM-SFG-0452,1,PCS
INV-PLTE-FG-0231,INV-MODL-SFG-1237,4,PCS
INV-PLTE-FG-0231,INV-RM-RM-0012,3,PCS
INV-PLTE-FG-0231,INV-RM-RM-0014,4,PCS
INV-PLTE-FG-0232,INV-STRC-SFG-0232,3,PCS
INV-PLTE-FG-0232,INV-MODL-SFG-1355,2,PCS
INV-PLTE-FG-0232,INV-STRC-SFG-0384,3,PCS
INV-PLTE-FG-0232,INV-BEAM-SFG-0424,4,PCS
INV-PLTE-FG-0232,INV-RM-RM-0064,3,PCS
INV-PLTE-FG-0232,INV-RM-RM-0107,2,PCS
INV-PLTE-FG-0232,INV-RM-RM-0060,4,PCS
INV-PLTE-FG-0232,INV-RM-RM-0030,3,PCS
INV-PLTE-FG-0233,INV-STRC-SFG-0209,3,PCS
INV-PLTE-FG-0233,INV-BEAM-SFG-0407,4,PCS
INV-PLTE-FG-0233,INV-PLTE-SFG-0829,2,PCS
INV-PLTE-FG-0233,INV-MODL-SFG-1480,2,PCS
INV-PLTE-FG-0233,INV-RM-RM-0124,4,PCS
INV-PLTE-FG-0233,INV-RM-RM-0030,2,PCS
INV-PLTE-FG-0234,INV-PLTE-SFG-1046,4,PCS
INV-PLTE-FG-0234,INV-MODL-SFG-1352,3,PCS
INV-PLTE-FG-0234,INV-PLTE-SFG-1080,1,PCS
INV-PLTE-FG-0234,INV-PLTE-SFG-1010,2,PCS
INV-PLTE-FG-0234,INV-RM-RM-0036,3,PCS
INV-PLTE-FG-0234,INV-RM-RM-0118,3,PCS
INV-PLTE-FG-0234,INV-RM-RM-0039,3,PCS
INV-PLTE-FG-0235,INV-MODL-SFG-1454,1,PCS
INV-PLTE-FG-0235,INV-BEAM-SFG-0428,3,PCS
INV-PLTE-FG-0235,INV-STRC-SFG-0072,3,PCS
INV-PLTE-FG-0235,INV-RM-RM-0087,4,PCS
INV-PLTE-FG-0235,INV-RM-RM-0042,3,PCS
INV-PLTE-FG-0235,INV-RM-RM-0053,1,PCS
INV-PLTE-FG-0235,INV-RM-RM-0096,2,PCS
INV-PLTE-FG-0236,INV-STRC-SFG-0268,4,PCS
INV-PLTE-FG-0236,INV-PLTE-SFG-1138,4,PCS
INV-PLTE-FG-0236,INV-STRC-SFG-0094,3,PCS
INV-PLTE-FG-0236,INV-RM-RM-0075,2,PCS
INV-PLTE-FG-0236,INV-RM-RM-0012,2,PCS
INV-PLTE-FG-0236,INV-RM-RM-0036,2,PCS
INV-PLTE-FG-0236,INV-RM-RM-0018,1,PCS
INV-PLTE-FG-0237,INV-BEAM-SFG-0656,3,PCS
INV-PLTE-FG-0237,INV-STRC-SFG-0288,1,PCS
INV-PLTE-FG-0237,INV-MODL-SFG-1446,1,PCS
INV-PLTE-FG-0237,INV-MODL-SFG-1228,3,PCS
INV-PLTE-FG-0237,INV-RM-RM-0014,1,PCS
INV-PLTE-FG-0237,INV-RM-RM-0003,4,PCS
INV-PLTE-FG-0238,INV-PLTE-SFG-0931,4,PCS
INV-PLTE-FG-0238,INV-STRC-SFG-0265,3,PCS
INV-PLTE-FG-0238,INV-PLTE-SFG-0951,4,PCS
INV-PLTE-FG-0238,INV-RM-RM-0080,3,PCS
INV-PLTE-FG-0238,INV-RM-RM-0022,3,PCS
INV-PLTE-FG-0238,INV-RM-RM-0060,2,PCS
INV-PLTE-FG-0239,INV-MODL-SFG-1210,2,PCS
INV-PLTE-FG-0239,INV-STRC-SFG-0386,1,PCS
INV-PLTE-FG-0239,INV-MODL-SFG-1350,4,PCS
INV-PLTE-FG-0239,INV-STRC-SFG-0005,1,PCS
INV-PLTE-FG-0239,INV-BEAM-SFG-0735,2,PCS
INV-PLTE-FG-0239,INV-STRC-SFG-0337,3,PCS
INV-PLTE-FG-0239,INV-RM-RM-0006,3,PCS
INV-PLTE-FG-0239,INV-RM-RM-0015,1,PCS
INV-PLTE-FG-0239,INV-RM-RM-0079,3,PCS
INV-PLTE-FG-0240,INV-PLTE-SFG-1053,1,PCS
INV-PLTE-FG-0240,INV-MODL-SFG-1336,1,PCS
INV-PLTE-FG-0240,INV-MODL-SFG-1193,2,PCS
INV-PLTE-FG-0240,INV-PLTE-SFG-0977,1,PCS
INV-PLTE-FG-0240,INV-MODL-SFG-1358,4,PCS
INV-PLTE-FG-0240,INV-PLTE-SFG-1124,1,PCS
INV-PLTE-FG-0240,INV-RM-RM-0037,2,PCS
INV-PLTE-FG-0240,INV-RM-RM-0045,4,PCS
INV-PLTE-FG-0240,INV-RM-RM-0007,1,PCS
INV-PLTE-FG-0241,INV-BEAM-SFG-0694,1,PCS
INV-PLTE-FG-0241,INV-STRC-SFG-0360,4,PCS
INV-PLTE-FG-0241,INV-MODL-SFG-1225,4,PCS
INV-PLTE-FG-0241,INV-MODL-SFG-1466,4,PCS
INV-PLTE-FG-0241,INV-BEAM-SFG-0745,4,PCS
INV-PLTE-FG-0241,INV-MODL-SFG-1449,3,PCS
INV-PLTE-FG-0241,INV-RM-RM-0038,3,PCS
INV-PLTE-FG-0241,INV-RM-RM-0080,2,PCS
INV-PLTE-FG-0242,INV-MODL-SFG-1287,2,PCS
INV-PLTE-FG-0242,INV-PLTE-SFG-1047,1,PCS
INV-PLTE-FG-0242,INV-STRC-SFG-0264,3,PCS
INV-PLTE-FG-0242,INV-MODL-SFG-1334,1,PCS
INV-PLTE-FG-0242,INV-STRC-SFG-0379,3,PCS
INV-PLTE-FG-0242,INV-RM-RM-0079,2,PCS
INV-PLTE-FG-0242,INV-RM-RM-0092,1,PCS
INV-PLTE-FG-0243,INV-BEAM-SFG-0560,4,PCS
INV-PLTE-FG-0243,INV-BEAM-SFG-0748,4,PCS
INV-PLTE-FG-0243,INV-BEAM-SFG-0540,3,PCS
INV-PLTE-FG-0243,INV-PLTE-SFG-0915,4,PCS
INV-PLTE-FG-0243,INV-BEAM-SFG-0693,3,PCS
INV-PLTE-FG-0243,INV-RM-RM-0013,4,PCS
INV-PLTE-FG-0243,INV-RM-RM-0061,4,PCS
INV-PLTE-FG-0244,INV-MODL-SFG-1295,2,PCS
INV-PLTE-FG-0244,INV-BEAM-SFG-0586,2,PCS
INV-PLTE-FG-0244,INV-MODL-SFG-1514,3,PCS
INV-PLTE-FG-0244,INV-STRC-SFG-0225,3,PCS
INV-PLTE-FG-0244,INV-RM-RM-0102,4,PCS
INV-PLTE-FG-0244,INV-RM-RM-0079,4,PCS
INV-PLTE-FG-0244,INV-RM-RM-0106,3,PCS
INV-PLTE-FG-0244,INV-RM-RM-0101,4,PCS
INV-PLTE-FG-0245,INV-PLTE-SFG-0988,4,PCS
INV-PLTE-FG-0245,INV-BEAM-SFG-0594,4,PCS
INV-PLTE-FG-0245,INV-PLTE-SFG-0943,1,PCS
INV-PLTE-FG-0245,INV-PLTE-SFG-1079,3,PCS
INV-PLTE-FG-0245,INV-STRC-SFG-0183,1,PCS
INV-PLTE-FG-0245,INV-MODL-SFG-1365,4,PCS
INV-PLTE-FG-0245,INV-RM-RM-0007,3,PCS
INV-PLTE-FG-0245,INV-RM-RM-0106,1,PCS
INV-PLTE-FG-0246,INV-PLTE-SFG-1130,2,PCS
INV-PLTE-FG-0246,INV-BEAM-SFG-0483,4,PCS
INV-PLTE-FG-0246,INV-BEAM-SFG-0561,1,PCS
INV-PLTE-FG-0246,INV-BEAM-SFG-0453,1,PCS
INV-PLTE-FG-0246,INV-RM-RM-0074,4,PCS
INV-PLTE-FG-0246,INV-RM-RM-0003,2,PCS
INV-PLTE-FG-0247,INV-BEAM-SFG-0668,2,PCS
INV-PLTE-FG-0247,INV-BEAM-SFG-0440,2,PCS
INV-PLTE-FG-0247,INV-STRC-SFG-0143,3,PCS
INV-PLTE-FG-0247,INV-RM-RM-0105,3,PCS
INV-PLTE-FG-0247,INV-RM-RM-0036,4,PCS
INV-PLTE-FG-0248,INV-PLTE-SFG-0882,1,PCS
INV-PLTE-FG-0248,INV-PLTE-SFG-0957,3,PCS
INV-PLTE-FG-0248,INV-BEAM-SFG-0599,4,PCS
INV-PLTE-FG-0248,INV-STRC-SFG-0217,2,PCS
INV-PLTE-FG-0248,INV-RM-RM-0124,3,PCS
INV-PLTE-FG-0248,INV-RM-RM-0068,2,PCS
INV-PLTE-FG-0249,INV-BEAM-SFG-0477,1,PCS
INV-PLTE-FG-0249,INV-BEAM-SFG-0627,1,PCS
INV-PLTE-FG-0249,INV-BEAM-SFG-0528,1,PCS
INV-PLTE-FG-0249,INV-STRC-SFG-0298,2,PCS
INV-PLTE-FG-0249,INV-RM-RM-0077,2,PCS
INV-PLTE-FG-0249,INV-RM-RM-0081,2,PCS
INV-PLTE-FG-0249,INV-RM-RM-0005,1,PCS
INV-PLTE-FG-0249,INV-RM-RM-0063,4,PCS
INV-PLTE-FG-0250,INV-MODL-SFG-1346,3,PCS
INV-PLTE-FG-0250,INV-PLTE-SFG-1064,3,PCS
INV-PLTE-FG-0250,INV-BEAM-SFG-0503,3,PCS
INV-PLTE-FG-0250,INV-STRC-SFG-0358,4,PCS
INV-PLTE-FG-0250,INV-RM-RM-0052,3,PCS
INV-PLTE-FG-0250,INV-RM-RM-0113,1,PCS
INV-PLTE-FG-0251,INV-STRC-SFG-0247,1,PCS
INV-PLTE-FG-0251,INV-PLTE-SFG-1114,4,PCS
INV-PLTE-FG-0251,INV-MODL-SFG-1326,3,PCS
INV-PLTE-FG-0251,INV-PLTE-SFG-0871,2,PCS
INV-PLTE-FG-0251,INV-RM-RM-0106,2,PCS
INV-PLTE-FG-0251,INV-RM-RM-0025,3,PCS
INV-PLTE-FG-0252,INV-MODL-SFG-1284,2,PCS
INV-PLTE-FG-0252,INV-PLTE-SFG-0914,2,PCS
INV-PLTE-FG-0252,INV-BEAM-SFG-0500,3,PCS
INV-PLTE-FG-0252,INV-PLTE-SFG-0888,3,PCS
INV-PLTE-FG-0252,INV-STRC-SFG-0150,1,PCS
INV-PLTE-FG-0252,INV-RM-RM-0011,4,PCS
INV-PLTE-FG-0252,INV-RM-RM-0046,4,PCS
INV-PLTE-FG-0252,INV-RM-RM-0119,1,PCS
INV-PLTE-FG-0253,INV-PLTE-SFG-0946,3,PCS
INV-PLTE-FG-0253,INV-BEAM-SFG-0538,3,PCS
INV-PLTE-FG-0253,INV-BEAM-SFG-0426,4,PCS
INV-PLTE-FG-0253,INV-PLTE-SFG-0983,2,PCS
INV-PLTE-FG-0253,INV-RM-RM-0112,2,PCS
INV-PLTE-FG-0253,INV-RM-RM-0090,2,PCS
INV-PLTE-FG-0253,INV-RM-RM-0102,3,PCS
INV-PLTE-FG-0254,INV-BEAM-SFG-0734,3,PCS
INV-PLTE-FG-0254,INV-BEAM-SFG-0700,2,PCS
INV-PLTE-FG-0254,INV-BEAM-SFG-0682,2,PCS
INV-PLTE-FG-0254,INV-RM-RM-0023,2,PCS
INV-PLTE-FG-0254,INV-RM-RM-0021,2,PCS
INV-PLTE-FG-0254,INV-RM-RM-0013,2,PCS
INV-PLTE-FG-0254,INV-RM-RM-0065,3,PCS
INV-PLTE-FG-0255,INV-MODL-SFG-1201,1,PCS
INV-PLTE-FG-0255,INV-STRC-SFG-0021,4,PCS
INV-PLTE-FG-0255,INV-STRC-SFG-0245,1,PCS
INV-PLTE-FG-0255,INV-RM-RM-0041,2,PCS
INV-PLTE-FG-0255,INV-RM-RM-0085,3,PCS
INV-PLTE-FG-0255,INV-RM-RM-0101,2,PCS
INV-PLTE-FG-0255,INV-RM-RM-0020,1,PCS
INV-PLTE-FG-0256,INV-PLTE-SFG-0848,2,PCS
INV-PLTE-FG-0256,INV-MODL-SFG-1213,1,PCS
INV-PLTE-FG-0256,INV-MODL-SFG-1300,4,PCS
INV-PLTE-FG-0256,INV-RM-RM-0004,2,PCS
INV-PLTE-FG-0256,INV-RM-RM-0100,1,PCS
INV-PLTE-FG-0257,INV-STRC-SFG-0118,1,PCS
INV-PLTE-FG-0257,INV-MODL-SFG-1335,2,PCS
INV-PLTE-FG-0257,INV-STRC-SFG-0177,4,PCS
INV-PLTE-FG-0257,INV-MODL-SFG-1263,3,PCS
INV-PLTE-FG-0257,INV-RM-RM-0054,4,PCS
INV-PLTE-FG-0257,INV-RM-RM-0066,4,PCS
INV-PLTE-FG-0258,INV-STRC-SFG-0346,1,PCS
INV-PLTE-FG-0258,INV-BEAM-SFG-0784,1,PCS
INV-PLTE-FG-0258,INV-PLTE-SFG-0851,3,PCS
INV-PLTE-FG-0258,INV-PLTE-SFG-0941,4,PCS
INV-PLTE-FG-0258,INV-PLTE-SFG-0818,1,PCS
INV-PLTE-FG-0258,INV-RM-RM-0047,1,PCS
INV-PLTE-FG-0258,INV-RM-RM-0014,2,PCS
INV-PLTE-FG-0259,INV-STRC-SFG-0029,4,PCS
INV-PLTE-FG-0259,INV-BEAM-SFG-0448,4,PCS
INV-PLTE-FG-0259,INV-MODL-SFG-1305,3,PCS
INV-PLTE-FG-0259,INV-RM-RM-0105,4,PCS
INV-PLTE-FG-0259,INV-RM-RM-0036,1,PCS
INV-PLTE-FG-0259,INV-RM-RM-0058,3,PCS
INV-PLTE-FG-0259,INV-RM-RM-0067,3,PCS
INV-PLTE-FG-0260,INV-STRC-SFG-0168,3,PCS
INV-PLTE-FG-0260,INV-PLTE-SFG-0888,2,PCS
INV-PLTE-FG-0260,INV-BEAM-SFG-0468,4,PCS
INV-PLTE-FG-0260,INV-STRC-SFG-0043,4,PCS
INV-PLTE-FG-0260,INV-RM-RM-0126,3,PCS
INV-PLTE-FG-0260,INV-RM-RM-0106,4,PCS
INV-PLTE-FG-0261,INV-STRC-SFG-0318,2,PCS
INV-PLTE-FG-0261,INV-STRC-SFG-0048,3,PCS
INV-PLTE-FG-0261,INV-BEAM-SFG-0429,3,PCS
INV-PLTE-FG-0261,INV-RM-RM-0046,3,PCS
INV-PLTE-FG-0261,INV-RM-RM-0106,2,PCS
INV-PLTE-FG-0262,INV-PLTE-SFG-0905,1,PCS
INV-PLTE-FG-0262,INV-STRC-SFG-0086,1,PCS
INV-PLTE-FG-0262,INV-PLTE-SFG-0995,1,PCS
INV-PLTE-FG-0262,INV-RM-RM-0094,3,PCS
INV-PLTE-FG-0262,INV-RM-RM-0018,4,PCS
INV-PLTE-FG-0263,INV-PLTE-SFG-0983,1,PCS
INV-PLTE-FG-0263,INV-STRC-SFG-0007,3,PCS
INV-PLTE-FG-0263,INV-MODL-SFG-1357,4,PCS
INV-PLTE-FG-0263,INV-PLTE-SFG-0850,3,PCS
INV-PLTE-FG-0263,INV-PLTE-SFG-0865,3,PCS
INV-PLTE-FG-0263,INV-RM-RM-0033,3,PCS
INV-PLTE-FG-0263,INV-RM-RM-0094,3,PCS
INV-PLTE-FG-0263,INV-RM-RM-0052,1,PCS
INV-PLTE-FG-0263,INV-RM-RM-0028,1,PCS
INV-PLTE-FG-0264,INV-MODL-SFG-1299,3,PCS
INV-PLTE-FG-0264,INV-PLTE-SFG-1000,2,PCS
INV-PLTE-FG-0264,INV-BEAM-SFG-0653,2,PCS
INV-PLTE-FG-0264,INV-RM-RM-0054,2,PCS
INV-PLTE-FG-0264,INV-RM-RM-0109,3,PCS
INV-PLTE-FG-0264,INV-RM-RM-0020,2,PCS
INV-MODL-FG-0265,INV-BEAM-SFG-0514,2,PCS
INV-MODL-FG-0265,INV-BEAM-SFG-0643,2,PCS
INV-MODL-FG-0265,INV-PLTE-SFG-0826,4,PCS
INV-MODL-FG-0265,INV-RM-RM-0004,4,PCS
INV-MODL-FG-0265,INV-RM-RM-0058,2,PCS
INV-MODL-FG-0265,INV-RM-RM-0103,2,PCS
INV-MODL-FG-0266,INV-PLTE-SFG-1046,2,PCS
INV-MODL-FG-0266,INV-PLTE-SFG-0846,4,PCS
INV-MODL-FG-0266,INV-PLTE-SFG-0847,2,PCS
INV-MODL-FG-0266,INV-RM-RM-0087,2,PCS
INV-MODL-FG-0266,INV-RM-RM-0045,4,PCS
INV-MODL-FG-0267,INV-STRC-SFG-0183,4,PCS
INV-MODL-FG-0267,INV-MODL-SFG-1380,1,PCS
INV-MODL-FG-0267,INV-BEAM-SFG-0573,2,PCS
INV-MODL-FG-0267,INV-RM-RM-0064,4,PCS
INV-MODL-FG-0267,INV-RM-RM-0015,3,PCS
INV-MODL-FG-0267,INV-RM-RM-0096,2,PCS
INV-MODL-FG-0268,INV-PLTE-SFG-0900,2,PCS
INV-MODL-FG-0268,INV-STRC-SFG-0086,4,PCS
INV-MODL-FG-0268,INV-PLTE-SFG-0913,3,PCS
INV-MODL-FG-0268,INV-PLTE-SFG-0855,1,PCS
INV-MODL-FG-0268,INV-RM-RM-0013,4,PCS
INV-MODL-FG-0268,INV-RM-RM-0011,3,PCS
INV-MODL-FG-0268,INV-RM-RM-0080,2,PCS
INV-MODL-FG-0269,INV-STRC-SFG-0010,4,PCS
INV-MODL-FG-0269,INV-STRC-SFG-0209,3,PCS
INV-MODL-FG-0269,INV-BEAM-SFG-0441,1,PCS
INV-MODL-FG-0269,INV-MODL-SFG-1463,2,PCS
INV-MODL-FG-0269,INV-BEAM-SFG-0647,3,PCS
INV-MODL-FG-0269,INV-MODL-SFG-1281,4,PCS
INV-MODL-FG-0269,INV-RM-RM-0013,2,PCS
INV-MODL-FG-0269,INV-RM-RM-0105,2,PCS
INV-MODL-FG-0269,INV-RM-RM-0121,3,PCS
INV-MODL-FG-0270,INV-BEAM-SFG-0457,4,PCS
INV-MODL-FG-0270,INV-STRC-SFG-0107,3,PCS
INV-MODL-FG-0270,INV-MODL-SFG-1349,4,PCS
INV-MODL-FG-0270,INV-RM-RM-0092,1,PCS
INV-MODL-FG-0270,INV-RM-RM-0077,1,PCS
INV-MODL-FG-0270,INV-RM-RM-0100,4,PCS
INV-MODL-FG-0270,INV-RM-RM-0112,3,PCS
INV-MODL-FG-0271,INV-MODL-SFG-1426,3,PCS
INV-MODL-FG-0271,INV-MODL-SFG-1518,3,PCS
INV-MODL-FG-0271,INV-STRC-SFG-0058,1,PCS
INV-MODL-FG-0271,INV-RM-RM-0003,4,PCS
INV-MODL-FG-0271,INV-RM-RM-0061,2,PCS
INV-MODL-FG-0271,INV-RM-RM-0068,2,PCS
INV-MODL-FG-0272,INV-STRC-SFG-0133,1,PCS
INV-MODL-FG-0272,INV-BEAM-SFG-0446,4,PCS
INV-MODL-FG-0272,INV-STRC-SFG-0271,1,PCS
INV-MODL-FG-0272,INV-PLTE-SFG-0817,1,PCS
INV-MODL-FG-0272,INV-STRC-SFG-0247,4,PCS
INV-MODL-FG-0272,INV-RM-RM-0067,4,PCS
INV-MODL-FG-0272,INV-RM-RM-0025,4,PCS
INV-MODL-FG-0272,INV-RM-RM-0055,3,PCS
INV-MODL-FG-0272,INV-RM-RM-0058,1,PCS
INV-MODL-FG-0273,INV-PLTE-SFG-1000,4,PCS
INV-MODL-FG-0273,INV-PLTE-SFG-0874,3,PCS
INV-MODL-FG-0273,INV-BEAM-SFG-0566,1,PCS
INV-MODL-FG-0273,INV-MODL-SFG-1409,2,PCS
INV-MODL-FG-0273,INV-BEAM-SFG-0402,3,PCS
INV-MODL-FG-0273,INV-RM-RM-0080,3,PCS
INV-MODL-FG-0273,INV-RM-RM-0036,3,PCS
INV-MODL-FG-0274,INV-STRC-SFG-0052,1,PCS
