Item ID,Item Description,Unit of Measure,Group,Item Type,Model
INV-STRC-SFG-0250,Intermediate Frame 250,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0251,Partially Welded Plate 251,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0252,Fabricated Section 252,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0253,Partially Welded Plate 253,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-FG-0057,Metal Beam 57,PCS,Structures,FG,MDL-STRC-06
INV-STRC-SFG-0254,Fabricated Section 254,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0255,Fabricated Section 255,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0256,Fabricated Section 256,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0257,Intermediate Frame 257,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0258,Processed Component 258,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-FG-0058,Steel Plate 58,PCS,Structures,FG,MDL-STRC-01
INV-STRC-SFG-0259,Intermediate Frame 259,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0260,Processed Component 260,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0261,Fabricated Section 261,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0262,Processed Component 262,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-FG-0059,Construction Module 59,PCS,Structures,FG,MDL-STRC-10
INV-STRC-SFG-0263,Processed Component 263,PCS,Structures,SFG,MDL-STRC-10
INV-STRC-SFG-0264,Intermediate Frame 264,PCS,Structures,SFG,MDL-STRC-10
INV-STRC-SFG-0265,Partially Welded Plate 265,PCS,Structures,SFG,MDL-STRC-10
INV-STRC-SFG-0266,Processed Component 266,PCS,Structures,SFG,MDL-STRC-10
INV-STRC-SFG-0267,Partially Welded Plate 267,PCS,Structures,SFG,MDL-STRC-10
INV-STRC-FG-0060,Steel Frame 60,PCS,Structures,FG,MDL-STRC-02
INV-STRC-SFG-0268,Partially Welded Plate 268,PCS,Structures,SFG,MDL-STRC-02
INV-STRC-SFG-0269,Fabricated Section 269,PCS,Structures,SFG,MDL-STRC-02
INV-STRC-SFG-0270,Partially Welded Plate 270,PCS,Structures,SFG,MDL-STRC-02
INV-STRC-FG-0061,Construction Module 61,PCS,Structures,FG,MDL-STRC-12
INV-STRC-SFG-0271,Processed Component 271,PCS,Structures,SFG,MDL-STRC-12
INV-STRC-SFG-0272,Processed Component 272,PCS,Structures,SFG,MDL-STRC-12
INV-STRC-SFG-0273,Fabricated Section 273,PCS,Structures,SFG,MDL-STRC-12
INV-STRC-SFG-0274,Partially Welded Plate 274,PCS,Structures,SFG,MDL-STRC-12
INV-STRC-FG-0062,Steel Frame 62,PCS,Structures,FG,MDL-STRC-01
INV-STRC-SFG-0275,Fabricated Section 275,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0276,Intermediate Frame 276,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0277,Fabricated Section 277,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-FG-0063,Steel Frame 63,PCS,Structures,FG,MDL-STRC-09
INV-STRC-SFG-0278,Intermediate Frame 278,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-SFG-0279,Partially Welded Plate 279,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-SFG-0280,Fabricated Section 280,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-SFG-0281,Processed Component 281,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-SFG-0282,Partially Welded Plate 282,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-SFG-0283,Partially Welded Plate 283,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-FG-0064,Metal Beam 64,PCS,Structures,FG,MDL-STRC-01
INV-STRC-SFG-0284,Processed Component 284,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0285,Processed Component 285,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0286,Partially Welded Plate 286,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0287,Partially Welded Plate 287,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-FG-0065,Construction Module 65,PCS,Structures,FG,MDL-STRC-07
INV-STRC-SFG-0288,Partially Welded Plate 288,PCS,Structures,SFG,MDL-STRC-07
INV-STRC-SFG-0289,Fabricated Section 289,PCS,Structures,SFG,MDL-STRC-07
INV-STRC-SFG-0290,Partially Welded Plate 290,PCS,Structures,SFG,MDL-STRC-07
INV-STRC-SFG-0291,Intermediate Frame 291,PCS,Structures,SFG,MDL-STRC-07
INV-STRC-FG-0066,Construction Module 66,PCS,Structures,FG,MDL-STRC-11
INV-STRC-SFG-0292,Processed Component 292,PCS,Structures,SFG,MDL-STRC-11
INV-STRC-SFG-0293,Processed Component 293,PCS,Structures,SFG,MDL-STRC-11
INV-STRC-SFG-0294,Fabricated Section 294,PCS,Structures,SFG,MDL-STRC-11
INV-STRC-SFG-0295,Partially Welded Plate 295,PCS,Structures,SFG,MDL-STRC-11
INV-STRC-SFG-0296,Processed Component 296,PCS,Structures,SFG,MDL-STRC-11
INV-STRC-FG-0067,Steel Frame 67,PCS,Structures,FG,MDL-STRC-06
INV-STRC-SFG-0297,Processed Component 297,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0298,Intermediate Frame 298,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0299,Fabricated Section 299,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-FG-0068,Steel Plate 68,PCS,Structures,FG,MDL-STRC-06
INV-STRC-SFG-0300,Processed Component 300,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0301,Intermediate Frame 301,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0302,Processed Component 302,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0303,Fabricated Section 303,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0304,Intermediate Frame 304,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0305,Intermediate Frame 305,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-FG-0069,Steel Frame 69,PCS,Structures,FG,MDL-STRC-06
INV-STRC-SFG-0306,Intermediate Frame 306,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0307,Processed Component 307,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0308,Intermediate Frame 308,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0309,Processed Component 309,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0310,Partially Welded Plate 310,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0311,Intermediate Frame 311,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-FG-0070,Construction Module 70,PCS,Structures,FG,MDL-STRC-11
INV-STRC-SFG-0312,Processed Component 312,PCS,Structures,SFG,MDL-STRC-11
INV-STRC-SFG-0313,Fabricated Section 313,PCS,Structures,SFG,MDL-STRC-11
INV-STRC-SFG-0314,Fabricated Section 314,PCS,Structures,SFG,MDL-STRC-11
INV-STRC-SFG-0315,Partially Welded Plate 315,PCS,Structures,SFG,MDL-STRC-11
INV-STRC-SFG-0316,Fabricated Section 316,PCS,Structures,SFG,MDL-STRC-11
INV-STRC-FG-0071,Steel Plate 71,PCS,Structures,FG,MDL-STRC-12
INV-STRC-SFG-0317,Partially Welded Plate 317,PCS,Structures,SFG,MDL-STRC-12
INV-STRC-SFG-0318,Intermediate Frame 318,PCS,Structures,SFG,MDL-STRC-12
INV-STRC-SFG-0319,Intermediate Frame 319,PCS,Structures,SFG,MDL-STRC-12
INV-STRC-SFG-0320,Partially Welded Plate 320,PCS,Structures,SFG,MDL-STRC-12
INV-STRC-SFG-0321,Intermediate Frame 321,PCS,Structures,SFG,MDL-STRC-12
INV-STRC-FG-0072,Steel Plate 72,PCS,Structures,FG,MDL-STRC-04
INV-STRC-SFG-0322,Intermediate Frame 322,PCS,Structures,SFG,MDL-STRC-04
INV-STRC-SFG-0323,Processed Component 323,PCS,Structures,SFG,MDL-STRC-04
INV-STRC-SFG-0324,Intermediate Frame 324,PCS,Structures,SFG,MDL-STRC-04
INV-STRC-SFG-0325,Partially Welded Plate 325,PCS,Structures,SFG,MDL-STRC-04
INV-STRC-FG-0073,Structural Bracket 73,PCS,Structures,FG,MDL-STRC-05
INV-STRC-SFG-0326,Processed Component 326,PCS,Structures,SFG,MDL-STRC-05
INV-STRC-SFG-0327,Intermediate Frame 327,PCS,Structures,SFG,MDL-STRC-05
INV-STRC-SFG-0328,Fabricated Section 328,PCS,Structures,SFG,MDL-STRC-05
INV-STRC-SFG-0329,Partially Welded Plate 329,PCS,Structures,SFG,MDL-STRC-05
INV-STRC-SFG-0330,Fabricated Section 330,PCS,Structures,SFG,MDL-STRC-05
INV-STRC-SFG-0331,Fabricated Section 331,PCS,Structures,SFG,MDL-STRC-05
INV-STRC-FG-0074,Structural Bracket 74,PCS,Structures,FG,MDL-STRC-04
INV-STRC-SFG-0332,Fabricated Section 332,PCS,Structures,SFG,MDL-STRC-04
INV-STRC-SFG-0333,Fabricated Section 333,PCS,Structures,SFG,MDL-STRC-04
INV-STRC-SFG-0334,Intermediate Frame 334,PCS,Structures,SFG,MDL-STRC-04
INV-STRC-SFG-0335,Intermediate Frame 335,PCS,Structures,SFG,MDL-STRC-04
INV-STRC-SFG-0336,Partially Welded Plate 336,PCS,Structures,SFG,MDL-STRC-04
INV-STRC-FG-0075,Structural Bracket 75,PCS,Structures,FG,MDL-STRC-12
INV-STRC-SFG-0337,Processed Component 337,PCS,Structures,SFG,MDL-STRC-12
INV-STRC-SFG-0338,Intermediate Frame 338,PCS,Structures,SFG,MDL-STRC-12
INV-STRC-SFG-0339,Fabricated Section 339,PCS,Structures,SFG,MDL-STRC-12
INV-STRC-SFG-0340,Partially Welded Plate 340,PCS,Structures,SFG,MDL-STRC-12
INV-STRC-SFG-0341,Processed Component 341,PCS,Structures,SFG,MDL-STRC-12
INV-STRC-FG-0076,Metal Beam 76,PCS,Structures,FG,MDL-STRC-08
INV-STRC-SFG-0342,Fabricated Section 342,PCS,Structures,SFG,MDL-STRC-08
INV-STRC-SFG-0343,Processed Component 343,PCS,Structures,SFG,MDL-STRC-08
INV-STRC-SFG-0344,Fabricated Section 344,PCS,Structures,SFG,MDL-STRC-08
INV-STRC-FG-0077,Steel Plate 77,PCS,Structures,FG,MDL-STRC-04
INV-STRC-SFG-0345,Partially Welded Plate 345,PCS,Structures,SFG,MDL-STRC-04
INV-STRC-SFG-0346,Processed Component 346,PCS,Structures,SFG,MDL-STRC-04
INV-STRC-SFG-0347,Intermediate Frame 347,PCS,Structures,SFG,MDL-STRC-04
INV-STRC-SFG-0348,Partially Welded Plate 348,PCS,Structures,SFG,MDL-STRC-04
INV-STRC-FG-0078,Steel Plate 78,PCS,Structures,FG,MDL-STRC-09
INV-STRC-SFG-0349,Partially Welded Plate 349,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-SFG-0350,Processed Component 350,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-SFG-0351,Processed Component 351,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-SFG-0352,Processed Component 352,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-SFG-0353,Fabricated Section 353,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-SFG-0354,Processed Component 354,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-FG-0079,Construction Module 79,PCS,Structures,FG,MDL-STRC-05
INV-STRC-SFG-0355,Intermediate Frame 355,PCS,Structures,SFG,MDL-STRC-05
INV-STRC-SFG-0356,Fabricated Section 356,PCS,Structures,SFG,MDL-STRC-05
INV-STRC-SFG-0357,Fabricated Section 357,PCS,Structures,SFG,MDL-STRC-05
INV-STRC-SFG-0358,Intermediate Frame 358,PCS,Structures,SFG,MDL-STRC-05
INV-STRC-FG-0080,Steel Plate 80,PCS,Structures,FG,MDL-STRC-06
INV-STRC-SFG-0359,Fabricated Section 359,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0360,Processed Component 360,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0361,Intermediate Frame 361,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-SFG-0362,Partially Welded Plate 362,PCS,Structures,SFG,MDL-STRC-06
INV-STRC-FG-0081,Metal Beam 81,PCS,Structures,FG,MDL-STRC-09
INV-STRC-SFG-0363,Partially Welded Plate 363,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-SFG-0364,Intermediate Frame 364,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-SFG-0365,Fabricated Section 365,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-FG-0082,Structural Bracket 82,PCS,Structures,FG,MDL-STRC-07
INV-STRC-SFG-0366,Intermediate Frame 366,PCS,Structures,SFG,MDL-STRC-07
INV-STRC-SFG-0367,Fabricated Section 367,PCS,Structures,SFG,MDL-STRC-07
INV-STRC-SFG-0368,Partially Welded Plate 368,PCS,Structures,SFG,MDL-STRC-07
INV-STRC-FG-0083,Structural Bracket 83,PCS,Structures,FG,MDL-STRC-13
INV-STRC-SFG-0369,Intermediate Frame 369,PCS,Structures,SFG,MDL-STRC-13
INV-STRC-SFG-0370,Partially Welded Plate 370,PCS,Structures,SFG,MDL-STRC-13
INV-STRC-SFG-0371,Processed Component 371,PCS,Structures,SFG,MDL-STRC-13
INV-STRC-FG-0084,Construction Module 84,PCS,Structures,FG,MDL-STRC-10
INV-STRC-SFG-0372,Processed Component 372,PCS,Structures,SFG,MDL-STRC-10
INV-STRC-SFG-0373,Fabricated Section 373,PCS,Structures,SFG,MDL-STRC-10
INV-STRC-SFG-0374,Partially Welded Plate 374,PCS,Structures,SFG,MDL-STRC-10
INV-STRC-SFG-0375,Intermediate Frame 375,PCS,Structures,SFG,MDL-STRC-10
INV-STRC-SFG-0376,Intermediate Frame 376,PCS,Structures,SFG,MDL-STRC-10
INV-STRC-SFG-0377,Intermediate Frame 377,PCS,Structures,SFG,MDL-STRC-10
INV-STRC-FG-0085,Structural Bracket 85,PCS,Structures,FG,MDL-STRC-01
INV-STRC-SFG-0378,Fabricated Section 378,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0379,Intermediate Frame 379,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0380,Fabricated Section 380,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0381,Partially Welded Plate 381,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0382,Processed Component 382,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0383,Processed Component 383,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-FG-0086,Steel Plate 86,PCS,Structures,FG,MDL-STRC-07
INV-STRC-SFG-0384,Processed Component 384,PCS,Structures,SFG,MDL-STRC-07
INV-STRC-SFG-0385,Processed Component 385,PCS,Structures,SFG,MDL-STRC-07
INV-STRC-SFG-0386,Processed Component 386,PCS,Structures,SFG,MDL-STRC-07
INV-STRC-SFG-0387,Fabricated Section 387,PCS,Structures,SFG,MDL-STRC-07
INV-STRC-SFG-0388,Processed Component 388,PCS,Structures,SFG,MDL-STRC-07
INV-STRC-FG-0087,Steel Plate 87,PCS,Structures,FG,MDL-STRC-09
INV-STRC-SFG-0389,Fabricated Section 389,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-SFG-0390,Processed Component 390,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-SFG-0391,Partially Welded Plate 391,PCS,Structures,SFG,MDL-STRC-09
INV-STRC-FG-0088,Metal Beam 88,PCS,Structures,FG,MDL-STRC-01
INV-STRC-SFG-0392,Partially Welded Plate 392,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0393,Intermediate Frame 393,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0394,Partially Welded Plate 394,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-SFG-0395,Partially Welded Plate 395,PCS,Structures,SFG,MDL-STRC-01
INV-STRC-FG-0089,Metal Beam 89,PCS,Structures,FG,MDL-STRC-13
INV-STRC-SFG-0396,Processed Component 396,PCS,Structures,SFG,MDL-STRC-13
INV-STRC-SFG-0397,Intermediate Frame 397,PCS,Structures,SFG,MDL-STRC-13
INV-STRC-SFG-0398,Fabricated Section 398,PCS,Structures,SFG,MDL-STRC-13
INV-STRC-SFG-0399,Intermediate Frame 399,PCS,Structures,SFG,MDL-STRC-13
INV-STRC-SFG-0400,Processed Component 400,PCS,Structures,SFG,MDL-STRC-13
INV-BEAM-FG-0090,Steel Plate 90,PCS,Beams,FG,MDL-BEAM-10
INV-BEAM-SFG-0401,Partially Welded Plate 401,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0402,Processed Component 402,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0403,Partially Welded Plate 403,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0404,Processed Component 404,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0405,Processed Component 405,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0406,Fabricated Section 406,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-FG-0091,Structural Bracket 91,PCS,Beams,FG,MDL-BEAM-08
INV-BEAM-SFG-0407,Partially Welded Plate 407,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0408,Fabricated Section 408,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0409,Partially Welded Plate 409,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0410,Partially Welded Plate 410,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0411,Fabricated Section 411,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0412,Intermediate Frame 412,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-FG-0092,Steel Plate 92,PCS,Beams,FG,MDL-BEAM-02
INV-BEAM-SFG-0413,Partially Welded Plate 413,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0414,Processed Component 414,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0415,Intermediate Frame 415,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0416,Intermediate Frame 416,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-FG-0093,Metal Beam 93,PCS,Beams,FG,MDL-BEAM-06
INV-BEAM-SFG-0417,Intermediate Frame 417,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0418,Processed Component 418,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0419,Processed Component 419,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-FG-0094,Structural Bracket 94,PCS,Beams,FG,MDL-BEAM-11
INV-BEAM-SFG-0420,Partially Welded Plate 420,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0421,Partially Welded Plate 421,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0422,Processed Component 422,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0423,Processed Component 423,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-SFG-0424,Processed Component 424,PCS,Beams,SFG,MDL-BEAM-11
INV-BEAM-FG-0095,Steel Plate 95,PCS,Beams,FG,MDL-BEAM-03
INV-BEAM-SFG-0425,Processed Component 425,PCS,Beams,SFG,MDL-BEAM-03
INV-BEAM-SFG-0426,Partially Welded Plate 426,PCS,Beams,SFG,MDL-BEAM-03
INV-BEAM-SFG-0427,Fabricated Section 427,PCS,Beams,SFG,MDL-BEAM-03
INV-BEAM-FG-0096,Construction Module 96,PCS,Beams,FG,MDL-BEAM-10
INV-BEAM-SFG-0428,Intermediate Frame 428,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0429,Intermediate Frame 429,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0430,Intermediate Frame 430,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0431,Intermediate Frame 431,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0432,Partially Welded Plate 432,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0433,Processed Component 433,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-FG-0097,Construction Module 97,PCS,Beams,FG,MDL-BEAM-02
INV-BEAM-SFG-0434,Partially Welded Plate 434,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0435,Intermediate Frame 435,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0436,Intermediate Frame 436,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0437,Intermediate Frame 437,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0438,Intermediate Frame 438,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-FG-0098,Structural Bracket 98,PCS,Beams,FG,MDL-BEAM-01
INV-BEAM-SFG-0439,Processed Component 439,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0440,Processed Component 440,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0441,Intermediate Frame 441,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0442,Fabricated Section 442,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-FG-0099,Construction Module 99,PCS,Beams,FG,MDL-BEAM-10
INV-BEAM-SFG-0443,Partially Welded Plate 443,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0444,Intermediate Frame 444,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-SFG-0445,Partially Welded Plate 445,PCS,Beams,SFG,MDL-BEAM-10
INV-BEAM-FG-0100,Steel Frame 100,PCS,Beams,FG,MDL-BEAM-03
INV-BEAM-SFG-0446,Fabricated Section 446,PCS,Beams,SFG,MDL-BEAM-03
INV-BEAM-SFG-0447,Partially Welded Plate 447,PCS,Beams,SFG,MDL-BEAM-03
INV-BEAM-SFG-0448,Processed Component 448,PCS,Beams,SFG,MDL-BEAM-03
INV-BEAM-FG-0101,Construction Module 101,PCS,Beams,FG,MDL-BEAM-07
INV-BEAM-SFG-0449,Fabricated Section 449,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0450,Intermediate Frame 450,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0451,Processed Component 451,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0452,Fabricated Section 452,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0453,Intermediate Frame 453,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-FG-0102,Construction Module 102,PCS,Beams,FG,MDL-BEAM-06
INV-BEAM-SFG-0454,Fabricated Section 454,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0455,Partially Welded Plate 455,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0456,Processed Component 456,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0457,Processed Component 457,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0458,Partially Welded Plate 458,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-SFG-0459,Processed Component 459,PCS,Beams,SFG,MDL-BEAM-06
INV-BEAM-FG-0103,Construction Module 103,PCS,Beams,FG,MDL-BEAM-01
INV-BEAM-SFG-0460,Intermediate Frame 460,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0461,Fabricated Section 461,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0462,Fabricated Section 462,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0463,Fabricated Section 463,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0464,Processed Component 464,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0465,Processed Component 465,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-FG-0104,Construction Module 104,PCS,Beams,FG,MDL-BEAM-07
INV-BEAM-SFG-0466,Processed Component 466,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0467,Fabricated Section 467,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0468,Partially Welded Plate 468,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-FG-0105,Structural Bracket 105,PCS,Beams,FG,MDL-BEAM-07
INV-BEAM-SFG-0469,Partially Welded Plate 469,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0470,Intermediate Frame 470,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0471,Processed Component 471,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0472,Fabricated Section 472,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-SFG-0473,Fabricated Section 473,PCS,Beams,SFG,MDL-BEAM-07
INV-BEAM-FG-0106,Steel Frame 106,PCS,Beams,FG,MDL-BEAM-02
INV-BEAM-SFG-0474,Fabricated Section 474,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0475,Partially Welded Plate 475,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0476,Partially Welded Plate 476,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0477,Fabricated Section 477,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0478,Intermediate Frame 478,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-FG-0107,Metal Beam 107,PCS,Beams,FG,MDL-BEAM-01
INV-BEAM-SFG-0479,Partially Welded Plate 479,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0480,Fabricated Section 480,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0481,Intermediate Frame 481,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-SFG-0482,Processed Component 482,PCS,Beams,SFG,MDL-BEAM-01
INV-BEAM-FG-0108,Steel Plate 108,PCS,Beams,FG,MDL-BEAM-04
INV-BEAM-SFG-0483,Fabricated Section 483,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0484,Partially Welded Plate 484,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0485,Fabricated Section 485,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-SFG-0486,Processed Component 486,PCS,Beams,SFG,MDL-BEAM-04
INV-BEAM-FG-0109,Metal Beam 109,PCS,Beams,FG,MDL-BEAM-08
INV-BEAM-SFG-0487,Partially Welded Plate 487,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0488,Processed Component 488,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0489,Partially Welded Plate 489,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-SFG-0490,Partially Welded Plate 490,PCS,Beams,SFG,MDL-BEAM-08
INV-BEAM-FG-0110,Metal Beam 110,PCS,Beams,FG,MDL-BEAM-02
INV-BEAM-SFG-0491,Intermediate Frame 491,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0492,Partially Welded Plate 492,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0493,Processed Component 493,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0494,Fabricated Section 494,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0495,Processed Component 495,PCS,Beams,SFG,MDL-BEAM-02
INV-BEAM-SFG-0496,Partially Welded Plate 496,PCS,Beams,SFG,MDL-BEAM-02
