Item ID,Operation Number,Operation Name,Workcenter ID,Setup Time (min),Run Time (min),Next Operation,Previous Operation
INV-BEAM-SFG-0424,3,Assembly 2,WC-016,17,257,4.0,2.0
INV-BEAM-SFG-0424,4,Welding 2,WC-004,12,322,,3.0
INV-BEAM-FG-0095,1,Assembly 1,WC-013,17,183,2.0,
INV-BEAM-FG-0095,2,Welding 1,WC-002,28,256,3.0,1.0
INV-BEAM-FG-0095,3,Assembly 2,WC-014,18,278,4.0,2.0
INV-BEAM-FG-0095,4,Welding 2,WC-003,22,248,5.0,3.0
INV-BEAM-FG-0095,5,Assembly 3,WC-014,19,205,6.0,4.0
INV-BEAM-FG-0095,6,Welding 3,WC-002,25,332,7.0,5.0
INV-BEAM-FG-0095,7,Assembly 4,WC-015,22,231,8.0,6.0
INV-BEAM-FG-0095,8,Welding 4,WC-001,14,189,9.0,7.0
INV-BEAM-FG-0095,9,Machining 1,WC-011,21,224,10.0,8.0
INV-BEAM-FG-0095,10,Painting 1,WC-019,20,229,11.0,9.0
INV-BEAM-FG-0095,11,Packaging 1,WC-022,0,20,,10.0
INV-BEAM-SFG-0425,1,Assembly 1,WC-016,13,356,2.0,
INV-BEAM-SFG-0425,2,Welding 1,WC-002,16,122,3.0,1.0
INV-BEAM-SFG-0425,3,Machining 1,WC-007,63,104,,2.0
INV-BEAM-SFG-0426,1,Assembly 1,WC-014,21,201,2.0,
INV-BEAM-SFG-0426,2,Welding 1,WC-006,24,131,3.0,1.0
INV-BEAM-SFG-0426,3,Assembly 2,WC-016,27,184,4.0,2.0
INV-BEAM-SFG-0426,4,Welding 2,WC-001,25,344,,3.0
INV-BEAM-SFG-0427,1,Assembly 1,WC-014,13,156,2.0,
INV-BEAM-SFG-0427,2,Welding 1,WC-003,16,343,3.0,1.0
INV-BEAM-SFG-0427,3,Machining 1,WC-010,45,107,,2.0
INV-BEAM-FG-0096,1,Assembly 1,WC-015,10,161,2.0,
INV-BEAM-FG-0096,2,Welding 1,WC-005,21,196,3.0,1.0
INV-BEAM-FG-0096,3,Assembly 2,WC-016,24,153,4.0,2.0
INV-BEAM-FG-0096,4,Welding 2,WC-006,13,294,5.0,3.0
INV-BEAM-FG-0096,5,Assembly 3,WC-016,15,251,6.0,4.0
INV-BEAM-FG-0096,6,Welding 3,WC-005,27,263,7.0,5.0
INV-BEAM-FG-0096,7,Assembly 4,WC-015,28,339,8.0,6.0
INV-BEAM-FG-0096,8,Welding 4,WC-002,21,293,9.0,7.0
INV-BEAM-FG-0096,9,Machining 1,WC-011,69,212,10.0,8.0
INV-BEAM-FG-0096,10,Painting 1,WC-017,24,215,11.0,9.0
INV-BEAM-FG-0096,11,Packaging 1,WC-022,0,20,,10.0
INV-BEAM-SFG-0428,1,Assembly 1,WC-016,13,200,2.0,
INV-BEAM-SFG-0428,2,Welding 1,WC-002,26,275,3.0,1.0
INV-BEAM-SFG-0428,3,Assembly 2,WC-014,21,178,4.0,2.0
INV-BEAM-SFG-0428,4,Welding 2,WC-004,28,165,5.0,3.0
INV-BEAM-SFG-0428,5,Machining 1,WC-010,23,64,,4.0
INV-BEAM-SFG-0429,1,Assembly 1,WC-015,29,136,2.0,
INV-BEAM-SFG-0429,2,Welding 1,WC-003,17,245,3.0,1.0
INV-BEAM-SFG-0429,3,Machining 1,WC-009,52,93,,2.0
INV-BEAM-SFG-0430,1,Assembly 1,WC-013,19,307,2.0,
INV-BEAM-SFG-0430,2,Welding 1,WC-004,21,249,,1.0
INV-BEAM-SFG-0431,1,Assembly 1,WC-016,24,154,2.0,
INV-BEAM-SFG-0431,2,Welding 1,WC-005,23,272,3.0,1.0
INV-BEAM-SFG-0431,3,Assembly 2,WC-013,21,150,4.0,2.0
INV-BEAM-SFG-0431,4,Welding 2,WC-003,20,254,5.0,3.0
INV-BEAM-SFG-0431,5,Machining 1,WC-012,46,78,,4.0
INV-BEAM-SFG-0432,1,Assembly 1,WC-014,11,335,2.0,
INV-BEAM-SFG-0432,2,Welding 1,WC-004,16,125,,1.0
INV-BEAM-SFG-0433,1,Assembly 1,WC-013,17,146,2.0,
INV-BEAM-SFG-0433,2,Welding 1,WC-001,14,270,3.0,1.0
INV-BEAM-SFG-0433,3,Machining 1,WC-010,62,103,,2.0
INV-BEAM-FG-0097,1,Assembly 1,WC-016,30,135,2.0,
INV-BEAM-FG-0097,2,Welding 1,WC-003,29,296,3.0,1.0
INV-BEAM-FG-0097,3,Assembly 2,WC-016,22,294,4.0,2.0
INV-BEAM-FG-0097,4,Welding 2,WC-005,24,138,5.0,3.0
INV-BEAM-FG-0097,5,Assembly 3,WC-016,25,262,6.0,4.0
INV-BEAM-FG-0097,6,Welding 3,WC-002,25,139,7.0,5.0
INV-BEAM-FG-0097,7,Assembly 4,WC-014,26,335,8.0,6.0
INV-BEAM-FG-0097,8,Welding 4,WC-006,27,183,9.0,7.0
INV-BEAM-FG-0097,9,Machining 1,WC-010,24,128,10.0,8.0
INV-BEAM-FG-0097,10,Painting 1,WC-018,19,170,11.0,9.0
INV-BEAM-FG-0097,11,Packaging 1,WC-023,0,20,,10.0
INV-BEAM-SFG-0434,1,Assembly 1,WC-013,21,186,2.0,
INV-BEAM-SFG-0434,2,Welding 1,WC-006,11,146,3.0,1.0
INV-BEAM-SFG-0434,3,Machining 1,WC-007,71,116,,2.0
INV-BEAM-SFG-0435,1,Assembly 1,WC-016,28,297,2.0,
INV-BEAM-SFG-0435,2,Welding 1,WC-004,26,263,,1.0
INV-BEAM-SFG-0436,1,Assembly 1,WC-016,25,129,2.0,
INV-BEAM-SFG-0436,2,Welding 1,WC-004,22,257,,1.0
INV-BEAM-SFG-0437,1,Assembly 1,WC-015,22,138,2.0,
INV-BEAM-SFG-0437,2,Welding 1,WC-001,18,272,3.0,1.0
INV-BEAM-SFG-0437,3,Assembly 2,WC-015,26,300,4.0,2.0
INV-BEAM-SFG-0437,4,Welding 2,WC-003,21,238,,3.0
INV-BEAM-SFG-0438,1,Assembly 1,WC-016,29,264,2.0,
INV-BEAM-SFG-0438,2,Welding 1,WC-006,16,234,3.0,1.0
INV-BEAM-SFG-0438,3,Assembly 2,WC-015,19,136,4.0,2.0
INV-BEAM-SFG-0438,4,Welding 2,WC-003,27,318,,3.0
INV-BEAM-FG-0098,1,Assembly 1,WC-013,10,287,2.0,
INV-BEAM-FG-0098,2,Welding 1,WC-004,10,355,3.0,1.0
INV-BEAM-FG-0098,3,Assembly 2,WC-014,28,160,4.0,2.0
INV-BEAM-FG-0098,4,Welding 2,WC-001,14,167,5.0,3.0
INV-BEAM-FG-0098,5,Machining 1,WC-011,24,170,6.0,4.0
INV-BEAM-FG-0098,6,Painting 1,WC-018,30,78,7.0,5.0
INV-BEAM-FG-0098,7,Packaging 1,WC-025,0,20,,6.0
INV-BEAM-SFG-0439,1,Assembly 1,WC-014,30,315,2.0,
INV-BEAM-SFG-0439,2,Welding 1,WC-006,30,232,3.0,1.0
INV-BEAM-SFG-0439,3,Machining 1,WC-012,34,113,,2.0
INV-BEAM-SFG-0440,1,Assembly 1,WC-014,28,136,2.0,
INV-BEAM-SFG-0440,2,Welding 1,WC-005,17,301,3.0,1.0
INV-BEAM-SFG-0440,3,Assembly 2,WC-013,23,126,4.0,2.0
INV-BEAM-SFG-0440,4,Welding 2,WC-006,21,259,5.0,3.0
INV-BEAM-SFG-0440,5,Machining 1,WC-008,65,116,,4.0
INV-BEAM-SFG-0441,1,Assembly 1,WC-014,22,148,2.0,
INV-BEAM-SFG-0441,2,Welding 1,WC-004,12,244,,1.0
INV-BEAM-SFG-0442,1,Assembly 1,WC-014,29,181,2.0,
INV-BEAM-SFG-0442,2,Welding 1,WC-004,29,148,,1.0
INV-BEAM-FG-0099,1,Assembly 1,WC-015,23,257,2.0,
INV-BEAM-FG-0099,2,Welding 1,WC-006,17,138,3.0,1.0
INV-BEAM-FG-0099,3,Assembly 2,WC-015,18,179,4.0,2.0
INV-BEAM-FG-0099,4,Welding 2,WC-001,11,239,5.0,3.0
INV-BEAM-FG-0099,5,Assembly 3,WC-015,26,285,6.0,4.0
INV-BEAM-FG-0099,6,Welding 3,WC-005,30,168,7.0,5.0
INV-BEAM-FG-0099,7,Assembly 4,WC-015,26,286,8.0,6.0
INV-BEAM-FG-0099,8,Welding 4,WC-006,24,146,9.0,7.0
INV-BEAM-FG-0099,9,Machining 1,WC-011,56,150,10.0,8.0
INV-BEAM-FG-0099,10,Painting 1,WC-019,26,195,11.0,9.0
INV-BEAM-FG-0099,11,Packaging 1,WC-026,0,20,,10.0
INV-BEAM-SFG-0443,1,Assembly 1,WC-016,25,204,2.0,
INV-BEAM-SFG-0443,2,Welding 1,WC-003,29,295,,1.0
INV-BEAM-SFG-0444,1,Assembly 1,WC-014,26,351,2.0,
INV-BEAM-SFG-0444,2,Welding 1,WC-005,23,318,3.0,1.0
INV-BEAM-SFG-0444,3,Assembly 2,WC-015,10,188,4.0,2.0
INV-BEAM-SFG-0444,4,Welding 2,WC-002,17,276,5.0,3.0
INV-BEAM-SFG-0444,5,Machining 1,WC-007,67,87,,4.0
INV-BEAM-SFG-0445,1,Assembly 1,WC-014,21,227,2.0,
INV-BEAM-SFG-0445,2,Welding 1,WC-001,11,235,,1.0
INV-BEAM-FG-0100,1,Assembly 1,WC-015,26,272,2.0,
INV-BEAM-FG-0100,2,Welding 1,WC-005,10,137,3.0,1.0
INV-BEAM-FG-0100,3,Assembly 2,WC-015,20,221,4.0,2.0
INV-BEAM-FG-0100,4,Welding 2,WC-003,30,264,5.0,3.0
INV-BEAM-FG-0100,5,Assembly 3,WC-015,29,332,6.0,4.0
INV-BEAM-FG-0100,6,Welding 3,WC-004,16,276,7.0,5.0
INV-BEAM-FG-0100,7,Assembly 4,WC-015,14,179,8.0,6.0
INV-BEAM-FG-0100,8,Welding 4,WC-006,24,259,9.0,7.0
INV-BEAM-FG-0100,9,Painting 1,WC-019,24,179,10.0,8.0
INV-BEAM-FG-0100,10,Packaging 1,WC-029,0,20,,9.0
INV-BEAM-SFG-0446,1,Assembly 1,WC-016,27,178,2.0,
INV-BEAM-SFG-0446,2,Welding 1,WC-006,11,302,3.0,1.0
INV-BEAM-SFG-0446,3,Assembly 2,WC-013,21,260,4.0,2.0
INV-BEAM-SFG-0446,4,Welding 2,WC-003,13,299,,3.0
INV-BEAM-SFG-0447,1,Assembly 1,WC-013,16,311,2.0,
INV-BEAM-SFG-0447,2,Welding 1,WC-006,23,339,3.0,1.0
INV-BEAM-SFG-0447,3,Machining 1,WC-011,47,63,,2.0
INV-BEAM-SFG-0448,1,Assembly 1,WC-016,13,212,2.0,
INV-BEAM-SFG-0448,2,Welding 1,WC-005,28,202,3.0,1.0
INV-BEAM-SFG-0448,3,Machining 1,WC-008,55,96,,2.0
INV-BEAM-FG-0101,1,Assembly 1,WC-014,25,290,2.0,
INV-BEAM-FG-0101,2,Welding 1,WC-002,10,316,3.0,1.0
INV-BEAM-FG-0101,3,Assembly 2,WC-013,16,161,4.0,2.0
INV-BEAM-FG-0101,4,Welding 2,WC-001,21,265,5.0,3.0
INV-BEAM-FG-0101,5,Assembly 3,WC-013,27,169,6.0,4.0
INV-BEAM-FG-0101,6,Welding 3,WC-002,23,251,7.0,5.0
INV-BEAM-FG-0101,7,Assembly 4,WC-013,15,154,8.0,6.0
INV-BEAM-FG-0101,8,Welding 4,WC-006,24,232,9.0,7.0
INV-BEAM-FG-0101,9,Machining 1,WC-012,28,94,10.0,8.0
INV-BEAM-FG-0101,10,Painting 1,WC-019,27,188,11.0,9.0
INV-BEAM-FG-0101,11,Packaging 1,WC-021,0,20,,10.0
INV-BEAM-SFG-0449,1,Assembly 1,WC-014,20,130,2.0,
INV-BEAM-SFG-0449,2,Welding 1,WC-002,17,292,3.0,1.0
INV-BEAM-SFG-0449,3,Assembly 2,WC-016,27,319,4.0,2.0
INV-BEAM-SFG-0449,4,Welding 2,WC-005,23,340,,3.0
INV-BEAM-SFG-0450,1,Assembly 1,WC-015,19,135,2.0,
INV-BEAM-SFG-0450,2,Welding 1,WC-006,30,268,,1.0
INV-BEAM-SFG-0451,1,Assembly 1,WC-013,12,337,2.0,
INV-BEAM-SFG-0451,2,Welding 1,WC-001,10,124,,1.0
INV-BEAM-SFG-0452,1,Assembly 1,WC-014,25,233,2.0,
INV-BEAM-SFG-0452,2,Welding 1,WC-003,24,343,,1.0
INV-BEAM-SFG-0453,1,Assembly 1,WC-015,22,304,2.0,
INV-BEAM-SFG-0453,2,Welding 1,WC-001,12,184,3.0,1.0
INV-BEAM-SFG-0453,3,Assembly 2,WC-013,14,177,4.0,2.0
INV-BEAM-SFG-0453,4,Welding 2,WC-005,24,343,5.0,3.0
INV-BEAM-SFG-0453,5,Machining 1,WC-012,71,88,,4.0
INV-BEAM-FG-0102,1,Assembly 1,WC-016,22,235,2.0,
INV-BEAM-FG-0102,2,Welding 1,WC-006,25,134,3.0,1.0
INV-BEAM-FG-0102,3,Assembly 2,WC-015,26,221,4.0,2.0
INV-BEAM-FG-0102,4,Welding 2,WC-003,10,231,5.0,3.0
INV-BEAM-FG-0102,5,Machining 1,WC-009,47,149,6.0,4.0
INV-BEAM-FG-0102,6,Painting 1,WC-018,17,57,7.0,5.0
INV-BEAM-FG-0102,7,Packaging 1,WC-028,0,20,,6.0
INV-BEAM-SFG-0454,1,Assembly 1,WC-016,20,284,2.0,
INV-BEAM-SFG-0454,2,Welding 1,WC-003,29,244,3.0,1.0
INV-BEAM-SFG-0454,3,Assembly 2,WC-016,10,121,4.0,2.0
INV-BEAM-SFG-0454,4,Welding 2,WC-001,11,229,,3.0
INV-BEAM-SFG-0455,1,Assembly 1,WC-016,29,165,2.0,
INV-BEAM-SFG-0455,2,Welding 1,WC-002,22,134,3.0,1.0
INV-BEAM-SFG-0455,3,Machining 1,WC-009,55,104,,2.0
INV-BEAM-SFG-0456,1,Assembly 1,WC-015,26,325,2.0,
INV-BEAM-SFG-0456,2,Welding 1,WC-003,18,343,3.0,1.0
INV-BEAM-SFG-0456,3,Assembly 2,WC-013,13,203,4.0,2.0
INV-BEAM-SFG-0456,4,Welding 2,WC-003,18,219,,3.0
INV-BEAM-SFG-0457,1,Assembly 1,WC-014,29,346,2.0,
INV-BEAM-SFG-0457,2,Welding 1,WC-005,10,333,,1.0
INV-BEAM-SFG-0458,1,Assembly 1,WC-013,22,344,2.0,
INV-BEAM-SFG-0458,2,Welding 1,WC-002,12,178,,1.0
INV-BEAM-SFG-0459,1,Assembly 1,WC-013,14,257,2.0,
INV-BEAM-SFG-0459,2,Welding 1,WC-001,29,186,,1.0
INV-BEAM-FG-0103,1,Assembly 1,WC-014,16,170,2.0,
INV-BEAM-FG-0103,2,Welding 1,WC-005,20,266,3.0,1.0
INV-BEAM-FG-0103,3,Assembly 2,WC-015,12,345,4.0,2.0
INV-BEAM-FG-0103,4,Welding 2,WC-004,17,266,5.0,3.0
INV-BEAM-FG-0103,5,Machining 1,WC-009,40,148,6.0,4.0
INV-BEAM-FG-0103,6,Painting 1,WC-018,28,98,7.0,5.0
INV-BEAM-FG-0103,7,Packaging 1,WC-028,0,20,,6.0
INV-BEAM-SFG-0460,1,Assembly 1,WC-015,28,223,2.0,
INV-BEAM-SFG-0460,2,Welding 1,WC-005,24,302,3.0,1.0
INV-BEAM-SFG-0460,3,Assembly 2,WC-016,20,262,4.0,2.0
INV-BEAM-SFG-0460,4,Welding 2,WC-005,26,204,5.0,3.0
INV-BEAM-SFG-0460,5,Machining 1,WC-012,47,108,,4.0
INV-BEAM-SFG-0461,1,Assembly 1,WC-013,13,159,2.0,
INV-BEAM-SFG-0461,2,Welding 1,WC-006,18,275,3.0,1.0
INV-BEAM-SFG-0461,3,Assembly 2,WC-016,23,136,4.0,2.0
INV-BEAM-SFG-0461,4,Welding 2,WC-006,29,211,5.0,3.0
INV-BEAM-SFG-0461,5,Machining 1,WC-011,37,100,,4.0
INV-BEAM-SFG-0462,1,Assembly 1,WC-016,14,288,2.0,
INV-BEAM-SFG-0462,2,Welding 1,WC-003,26,255,,1.0
INV-BEAM-SFG-0463,1,Assembly 1,WC-015,29,160,2.0,
INV-BEAM-SFG-0463,2,Welding 1,WC-004,17,309,3.0,1.0
INV-BEAM-SFG-0463,3,Assembly 2,WC-014,22,183,4.0,2.0
INV-BEAM-SFG-0463,4,Welding 2,WC-001,10,132,5.0,3.0
INV-BEAM-SFG-0463,5,Machining 1,WC-008,70,85,,4.0
INV-BEAM-SFG-0464,1,Assembly 1,WC-016,10,262,2.0,
INV-BEAM-SFG-0464,2,Welding 1,WC-003,25,293,3.0,1.0
INV-BEAM-SFG-0464,3,Assembly 2,WC-014,27,296,4.0,2.0
INV-BEAM-SFG-0464,4,Welding 2,WC-002,26,207,5.0,3.0
INV-BEAM-SFG-0464,5,Machining 1,WC-008,62,97,,4.0
INV-BEAM-SFG-0465,1,Assembly 1,WC-016,19,138,2.0,
INV-BEAM-SFG-0465,2,Welding 1,WC-006,24,238,,1.0
INV-BEAM-FG-0104,1,Assembly 1,WC-015,21,237,2.0,
INV-BEAM-FG-0104,2,Welding 1,WC-005,15,229,3.0,1.0
INV-BEAM-FG-0104,3,Assembly 2,WC-016,12,339,4.0,2.0
INV-BEAM-FG-0104,4,Welding 2,WC-002,30,288,5.0,3.0
INV-BEAM-FG-0104,5,Assembly 3,WC-016,19,179,6.0,4.0
INV-BEAM-FG-0104,6,Welding 3,WC-004,12,318,7.0,5.0
INV-BEAM-FG-0104,7,Painting 1,WC-018,18,146,8.0,6.0
INV-BEAM-FG-0104,8,Packaging 1,WC-021,0,20,,7.0
INV-BEAM-SFG-0466,1,Assembly 1,WC-016,11,272,2.0,
INV-BEAM-SFG-0466,2,Welding 1,WC-005,17,318,3.0,1.0
INV-BEAM-SFG-0466,3,Assembly 2,WC-016,16,213,4.0,2.0
INV-BEAM-SFG-0466,4,Welding 2,WC-002,16,207,5.0,3.0
INV-BEAM-SFG-0466,5,Machining 1,WC-010,48,72,,4.0
INV-BEAM-SFG-0467,1,Assembly 1,WC-013,30,163,2.0,
INV-BEAM-SFG-0467,2,Welding 1,WC-006,19,121,3.0,1.0
INV-BEAM-SFG-0467,3,Assembly 2,WC-014,20,239,4.0,2.0
INV-BEAM-SFG-0467,4,Welding 2,WC-005,20,328,,3.0
INV-BEAM-SFG-0468,1,Assembly 1,WC-016,11,148,2.0,
INV-BEAM-SFG-0468,2,Welding 1,WC-005,15,282,3.0,1.0
INV-BEAM-SFG-0468,3,Assembly 2,WC-016,24,228,4.0,2.0
INV-BEAM-SFG-0468,4,Welding 2,WC-002,25,190,5.0,3.0
INV-BEAM-SFG-0468,5,Machining 1,WC-008,35,104,,4.0
INV-BEAM-FG-0105,1,Assembly 1,WC-014,11,122,2.0,
INV-BEAM-FG-0105,2,Welding 1,WC-001,16,324,3.0,1.0
INV-BEAM-FG-0105,3,Assembly 2,WC-015,14,197,4.0,2.0
INV-BEAM-FG-0105,4,Welding 2,WC-002,28,154,5.0,3.0
INV-BEAM-FG-0105,5,Machining 1,WC-011,40,192,6.0,4.0
INV-BEAM-FG-0105,6,Painting 1,WC-019,25,56,7.0,5.0
INV-BEAM-FG-0105,7,Packaging 1,WC-030,0,20,,6.0
INV-BEAM-SFG-0469,1,Assembly 1,WC-013,14,244,2.0,
INV-BEAM-SFG-0469,2,Welding 1,WC-005,12,307,3.0,1.0
INV-BEAM-SFG-0469,3,Machining 1,WC-008,22,102,,2.0
INV-BEAM-SFG-0470,1,Assembly 1,WC-015,13,161,2.0,
INV-BEAM-SFG-0470,2,Welding 1,WC-001,16,331,3.0,1.0
INV-BEAM-SFG-0470,3,Assembly 2,WC-014,21,337,4.0,2.0
INV-BEAM-SFG-0470,4,Welding 2,WC-003,14,146,,3.0
INV-BEAM-SFG-0471,1,Assembly 1,WC-013,21,145,2.0,
INV-BEAM-SFG-0471,2,Welding 1,WC-006,21,214,3.0,1.0
INV-BEAM-SFG-0471,3,Assembly 2,WC-015,27,129,4.0,2.0
INV-BEAM-SFG-0471,4,Welding 2,WC-001,10,225,5.0,3.0
INV-BEAM-SFG-0471,5,Machining 1,WC-012,64,78,,4.0
INV-BEAM-SFG-0472,1,Assembly 1,WC-016,26,351,2.0,
INV-BEAM-SFG-0472,2,Welding 1,WC-001,22,252,3.0,1.0
INV-BEAM-SFG-0472,3,Machining 1,WC-010,70,116,,2.0
INV-BEAM-SFG-0473,1,Assembly 1,WC-013,29,216,2.0,
INV-BEAM-SFG-0473,2,Welding 1,WC-001,23,210,3.0,1.0
INV-BEAM-SFG-0473,3,Machining 1,WC-007,36,108,,2.0
INV-BEAM-FG-0106,1,Assembly 1,WC-014,25,267,2.0,
INV-BEAM-FG-0106,2,Welding 1,WC-001,10,338,3.0,1.0
INV-BEAM-FG-0106,3,Assembly 2,WC-016,15,216,4.0,2.0
INV-BEAM-FG-0106,4,Welding 2,WC-006,19,163,5.0,3.0
INV-BEAM-FG-0106,5,Assembly 3,WC-016,18,328,6.0,4.0
INV-BEAM-FG-0106,6,Welding 3,WC-004,20,145,7.0,5.0
INV-BEAM-FG-0106,7,Assembly 4,WC-014,11,262,8.0,6.0
INV-BEAM-FG-0106,8,Welding 4,WC-005,14,300,9.0,7.0
INV-BEAM-FG-0106,9,Machining 1,WC-008,75,215,10.0,8.0
INV-BEAM-FG-0106,10,Painting 1,WC-018,26,223,11.0,9.0
INV-BEAM-FG-0106,11,Packaging 1,WC-022,0,20,,10.0
INV-BEAM-SFG-0474,1,Assembly 1,WC-016,18,360,2.0,
INV-BEAM-SFG-0474,2,Welding 1,WC-005,25,220,3.0,1.0
INV-BEAM-SFG-0474,3,Assembly 2,WC-016,27,266,4.0,2.0
INV-BEAM-SFG-0474,4,Welding 2,WC-006,18,185,5.0,3.0
INV-BEAM-SFG-0474,5,Machining 1,WC-008,33,63,,4.0
INV-BEAM-SFG-0475,1,Assembly 1,WC-013,19,259,2.0,
INV-BEAM-SFG-0475,2,Welding 1,WC-001,23,159,3.0,1.0
INV-BEAM-SFG-0475,3,Machining 1,WC-010,34,98,,2.0
INV-BEAM-SFG-0476,1,Assembly 1,WC-014,18,262,2.0,
INV-BEAM-SFG-0476,2,Welding 1,WC-004,16,233,3.0,1.0
INV-BEAM-SFG-0476,3,Assembly 2,WC-014,20,285,4.0,2.0
INV-BEAM-SFG-0476,4,Welding 2,WC-002,12,302,5.0,3.0
INV-BEAM-SFG-0476,5,Machining 1,WC-008,52,117,,4.0
INV-BEAM-SFG-0477,1,Assembly 1,WC-015,28,222,2.0,
INV-BEAM-SFG-0477,2,Welding 1,WC-006,13,171,,1.0
INV-BEAM-SFG-0478,1,Assembly 1,WC-016,17,153,2.0,
INV-BEAM-SFG-0478,2,Welding 1,WC-003,14,166,3.0,1.0
INV-BEAM-SFG-0478,3,Machining 1,WC-007,75,115,,2.0
INV-BEAM-FG-0107,1,Assembly 1,WC-015,13,185,2.0,
INV-BEAM-FG-0107,2,Welding 1,WC-003,12,256,3.0,1.0
INV-BEAM-FG-0107,3,Assembly 2,WC-014,15,204,4.0,2.0
INV-BEAM-FG-0107,4,Welding 2,WC-003,24,159,5.0,3.0
INV-BEAM-FG-0107,5,Assembly 3,WC-015,11,297,6.0,4.0
INV-BEAM-FG-0107,6,Welding 3,WC-003,30,290,7.0,5.0
INV-BEAM-FG-0107,7,Assembly 4,WC-015,19,300,8.0,6.0
INV-BEAM-FG-0107,8,Welding 4,WC-001,20,205,9.0,7.0
INV-BEAM-FG-0107,9,Machining 1,WC-012,62,218,10.0,8.0
INV-BEAM-FG-0107,10,Painting 1,WC-018,26,218,11.0,9.0
INV-BEAM-FG-0107,11,Packaging 1,WC-026,0,20,,10.0
INV-BEAM-SFG-0479,1,Assembly 1,WC-014,28,216,2.0,
INV-BEAM-SFG-0479,2,Welding 1,WC-004,24,154,3.0,1.0
INV-BEAM-SFG-0479,3,Assembly 2,WC-015,28,128,4.0,2.0
INV-BEAM-SFG-0479,4,Welding 2,WC-005,21,353,5.0,3.0
INV-BEAM-SFG-0479,5,Machining 1,WC-012,63,99,,4.0
INV-BEAM-SFG-0480,1,Assembly 1,WC-016,23,125,2.0,
INV-BEAM-SFG-0480,2,Welding 1,WC-006,17,210,,1.0
INV-BEAM-SFG-0481,1,Assembly 1,WC-015,28,164,2.0,
INV-BEAM-SFG-0481,2,Welding 1,WC-005,27,307,,1.0
INV-BEAM-SFG-0482,1,Assembly 1,WC-013,27,141,2.0,
INV-BEAM-SFG-0482,2,Welding 1,WC-004,18,342,3.0,1.0
INV-BEAM-SFG-0482,3,Assembly 2,WC-014,14,149,4.0,2.0
INV-BEAM-SFG-0482,4,Welding 2,WC-006,28,206,5.0,3.0
INV-BEAM-SFG-0482,5,Machining 1,WC-012,69,109,,4.0
INV-BEAM-FG-0108,1,Assembly 1,WC-013,10,143,2.0,
INV-BEAM-FG-0108,2,Welding 1,WC-005,12,235,3.0,1.0
INV-BEAM-FG-0108,3,Assembly 2,WC-014,26,137,4.0,2.0
INV-BEAM-FG-0108,4,Welding 2,WC-003,27,327,5.0,3.0
INV-BEAM-FG-0108,5,Assembly 3,WC-013,22,120,6.0,4.0
INV-BEAM-FG-0108,6,Welding 3,WC-003,27,251,7.0,5.0
INV-BEAM-FG-0108,7,Assembly 4,WC-014,24,248,8.0,6.0
INV-BEAM-FG-0108,8,Welding 4,WC-004,28,347,9.0,7.0
INV-BEAM-FG-0108,9,Painting 1,WC-018,25,203,10.0,8.0
INV-BEAM-FG-0108,10,Packaging 1,WC-029,0,20,,9.0
INV-BEAM-SFG-0483,1,Assembly 1,WC-015,30,337,2.0,
INV-BEAM-SFG-0483,2,Welding 1,WC-003,10,305,3.0,1.0
INV-BEAM-SFG-0483,3,Assembly 2,WC-014,29,232,4.0,2.0
INV-BEAM-SFG-0483,4,Welding 2,WC-004,20,318,5.0,3.0
INV-BEAM-SFG-0483,5,Machining 1,WC-007,55,70,,4.0
INV-BEAM-SFG-0484,1,Assembly 1,WC-015,25,326,2.0,
INV-BEAM-SFG-0484,2,Welding 1,WC-005,12,185,3.0,1.0
INV-BEAM-SFG-0484,3,Assembly 2,WC-013,20,257,4.0,2.0
INV-BEAM-SFG-0484,4,Welding 2,WC-002,16,208,,3.0
INV-BEAM-SFG-0485,1,Assembly 1,WC-013,11,323,2.0,
INV-BEAM-SFG-0485,2,Welding 1,WC-002,24,144,3.0,1.0
INV-BEAM-SFG-0485,3,Assembly 2,WC-013,27,349,4.0,2.0
INV-BEAM-SFG-0485,4,Welding 2,WC-003,23,225,5.0,3.0
INV-BEAM-SFG-0485,5,Machining 1,WC-010,26,83,,4.0
INV-BEAM-SFG-0486,1,Assembly 1,WC-014,27,291,2.0,
INV-BEAM-SFG-0486,2,Welding 1,WC-003,20,198,3.0,1.0
INV-BEAM-SFG-0486,3,Assembly 2,WC-013,10,158,4.0,2.0
INV-BEAM-SFG-0486,4,Welding 2,WC-002,30,289,,3.0
INV-BEAM-FG-0109,1,Assembly 1,WC-016,27,246,2.0,
INV-BEAM-FG-0109,2,Welding 1,WC-004,30,133,3.0,1.0
INV-BEAM-FG-0109,3,Assembly 2,WC-013,29,317,4.0,2.0
INV-BEAM-FG-0109,4,Welding 2,WC-002,20,184,5.0,3.0
INV-BEAM-FG-0109,5,Assembly 3,WC-013,22,141,6.0,4.0
INV-BEAM-FG-0109,6,Welding 3,WC-003,10,289,7.0,5.0
INV-BEAM-FG-0109,7,Assembly 4,WC-015,10,136,8.0,6.0
INV-BEAM-FG-0109,8,Welding 4,WC-001,10,156,9.0,7.0
INV-BEAM-FG-0109,9,Machining 1,WC-012,72,153,10.0,8.0
INV-BEAM-FG-0109,10,Painting 1,WC-019,24,124,11.0,9.0
